gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Abcc8	chr7	44836517	45576172	-0.24552	2	29.6452	0.496574	2.26217	3
Slc17a6	chr7	50599416	50823750	-0.245523	2	26.6648	0.363481	2.92603	3
Atp10a	chr7	57449085	57700686	-0.289554	2	23.8004	0.0908799	2.8549	3
Trpm1	chr7	62854687	63066317	0.2047	2	35.2053	0.701797	2.81614	3
Cers3	chr7	65240433	65518887	0.223822	2	44.1148	0.981102	2.56299	3
Chd2	chr7	71677387	72190062	0.323353	2	34.2421	0.970469	2.73585	3
Sv2b	chr7	73742093	74048514	-0.410461	2	25.1203	0.992983	2.51878	3
Olfr643	chr7	102445421	102856979	-0.257184	2	27.4567	0.413982	4.91702	5
Trim30d	chr7	102799059	102916487	-0.270492	1	25.5551	0.697958	2.92212	3
Usp17le	chr7	103154324	103369126	-0.269978	3	24.6871	0.984536	6.00919	7
Usp17lc	chr7	103234496	103369126	-0.338998	1	23.0221	0.908382	2.72671	3
Olfr680-ps1	chr7	103494262	103632354	-0.262454	2	23.4701	0.760306	4.6962	5
Gvin-ps6	chr7	104447684	105086845	-0.386294	1	20.6936	0.830697	9.25246	14
Gvin-ps7	chr7	104447684	105105868	-0.322779	1	22.5907	0.830697	9.9754	15
Gvin2	chr7	104888888	105105868	-0.242368	1	26.0781	0.970469	5.42504	7
3100003L05Rik	chr7	123354254	123710438	0.273854	3	33.5861	0.962976	2.75044	3
Tbc1d10b	chr7	125575570	126067044	-0.225722	2	33.1926	0.654238	2.94955	3
Tubgcp2	chr7	138681819	138988235	-0.230976	2	32.1867	0.208205	2.97896	3
Paox	chr7	138827868	139044596	-0.205819	2	32.5229	0.34232	2.97421	3
Ppfia1	chr7	142796271	144163564	-0.310804	1	30.1007	0.000151311	3.9033	4
Mrgprd	chr7	144164101	144302739	-0.561367	1	22.9356	9.4068e-06	2.92976	3
Efnb2	chr8	5439836	6345773	-0.224028	2	33.587	0.638241	2.97565	3
Defb9	chr8	18829353	18843317	-0.377913	1	13.7941	0.996365	2.53734	3
2810404M03Rik	chr8	38691007	38834886	0.321178	3	27.5387	0.915043	4.32582	5
Gpm6a	chr8	51459990	51610340	0.5245	4	25.9538	0.963204	2.20503	3
Cpe	chr8	60880491	61545879	-0.217496	2	20.3577	0.621346	2.96255	3
Psd3	chr8	64017605	64684515	0.249737	3	24.3169	0.785488	2.86462	3
Myo9b	chr8	67525984	67776365	-0.241699	1	22.4533	0.707145	2.93963	3
Gtpbp3	chr8	67736115	67817237	-0.211397	2	21.5285	0.83176	2.80883	3
Zfp617	chr8	68223672	68261281	0.413506	3	33.569	0.991614	2.44795	3
Gm18180	chr8	68223672	68261281	0.413506	3	33.569	0.991614	2.44795	3
Iqcm	chr8	71780797	72189062	0.34389	3	24.3657	0.702034	4.78848	6
Gm10649	chr8	72752738	73104028	0.357163	2	29.3116	0.98485	2.50192	3
Gab1	chr8	76878764	77315095	0.230895	2	29.7189	0.999681	2.73213	3
D8Ertd738e	chr8	80187962	80796223	-0.209852	2	23.4158	0.342552	2.98552	3
A330008L17Rik	chr8	95070476	95921383	0.310378	2	25.7234	0.689556	10.2715	12
1700082M22Rik	chr8	100523638	100972486	-0.248358	2	21.1934	0.100096	2.88718	3
Lrrc36	chr8	101363358	101836437	-0.202437	2	22.4695	0.621346	2.95485	3
Smpd3	chr8	102406771	102631885	0.250226	2	25.1513	0.871013	2.5843	3
Zfhx3	chr8	104271252	105609408	-0.221433	2	21.0974	0.600172	3.95058	4
D030068K23Rik	chr8	105198691	105653166	-0.205976	1	20.5633	0.653727	2.96484	3
St3gal2	chr8	107269213	107332329	-0.326457	2	20.5686	0.899728	2.47527	3
Ddx19a	chr8	107280887	107428649	-0.266459	2	21.026	0.826328	3.47407	4
Clec18a	chr8	107369478	107643791	0.210376	2	23.297	0.616296	2.78487	3
Cdh13	chr8	115436930	116010324	-0.313177	1	19.5454	0.991327	5.66271	6
Slc38a8	chr8	115840884	116438527	-0.229553	2	22.796	0.262001	2.98081	3
Def8	chr8	120150711	120225090	-0.214584	1	22.6568	0.77776	2.90381	3
Taf5l	chr8	120496846	121133854	-0.278388	2	20.6983	0.17539	3.66285	4
Tsnax	chr8	121334463	121846389	-0.221441	2	21.7219	0.14961	3.85771	4
Disc1	chr8	121749622	122068844	-0.214808	2	22.1389	0.363047	3.90755	4
A730098A19Rik	chr8	122382219	123232697	-0.20315	2	22.7936	0.0984669	2.9821	3
Ccdc7b	chr8	125821218	125860221	0.229909	3	24.2745	0.93338	2.65804	3
Mmp1b	chr9	3995525	4084912	-0.408186	1	22.2475	0.991812	3.35444	4
Cntn5	chr9	6422381	7503121	0.231268	3	33.2563	0.943592	5.80729	6
Npsr1	chr9	20553552	21047575	0.295307	3	48.3464	0.970469	2.24994	3
Hspa8	chr9	36646783	37480813	-0.327873	1	26.8284	0.00021327	2.88805	3
Ubash3b	chr9	37204087	39385969	-0.278475	1	30.5066	0.00328914	3.85258	4
Arhgap20	chr9	48086715	48457657	0.244241	2	33.1175	0.631753	2.84693	3
Exph5	chr9	49631321	50309732	-0.495765	2	17.8058	0.881051	2.58283	3
Hykk	chr9	51356786	52072910	0.339792	3	28.3887	0.849662	3.55486	4
Trip4	chr9	62528893	62792822	0.262036	3	29.7667	0.992967	2.37212	3
Snx1	chr9	62788506	63256965	0.221586	3	32.139	0.857335	2.62312	3
Usp3	chr9	63256222	63453858	0.328993	3	31.7595	0.93445	2.56892	3
Gm15563	chr9	63256222	63453858	0.328993	3	31.7595	0.93445	2.56892	3
Aph1b	chr9	63256975	63497389	0.230559	2	28.1117	0.980131	5.16615	6
Aph1c	chr9	63458917	64341068	0.209396	2	26.3636	0.996918	3.82336	4
Rora	chr9	65195333	66454549	-0.251017	2	19.9068	0.683083	7.57393	8
Fam81a	chr9	66463511	66887754	-0.280919	2	20.0323	0.62675	2.87391	3
Unc13c	chr9	70088180	70991225	0.223486	2	32.9007	0.980131	4.78613	5
Gfral	chr9	72779245	72913172	0.373823	3	33.6392	0.428415	2.90547	3
Hcrtr2	chr9	72911589	73289999	0.241737	3	32.3495	0.440744	2.92817	3
Gsta1	chr9	74968989	75041617	-0.336962	3	23.873	0.987179	5.40025	7
Gsta5	chr9	74968989	75041617	-0.336962	3	23.873	0.987179	5.40025	7
Gm8074	chr9	74970800	74972820	-0.486903	1	18.9797	0.950103	1.98979	3
Trim43a	chr9	85193872	85246922	-0.282757	3	23.8008	0.984072	3.34366	4
Trim43c	chr9	85193872	85246922	-0.282757	3	23.8008	0.984072	3.34366	4
Trim43b	chr9	85193872	85246922	-0.282757	3	23.8008	0.984072	3.34366	4
Cpne4	chr9	100849824	101268571	-0.273648	2	26.9429	0.422827	5.68971	6
Dock3	chr9	102936066	103722487	-0.236821	2	30.1471	0.998958	4.82043	5
Fbxw14	chr9	105403739	105777333	-0.399246	1	19.0987	0.98485	3.42043	5
Lrrc2	chr9	107161195	108002472	-0.200712	1	31.3822	0.379743	2.97556	3
4921528I07Rik	chr9	110521257	110559232	0.446151	4	43.0953	0.710171	2.88447	4
Crtap	chr9	110797413	111018691	0.204659	3	32.2543	0.75207	2.74904	3
Zbtb2	chr10	1097087	1312527	-0.234818	2	29.5102	0.640156	3.66393	4
Taar7e	chr10	20756836	20848410	0.467818	3	35.573	0.686163	2.78078	3
Nkain2	chr10	28309751	29604286	0.342791	2	32.7812	0.823717	8.39393	9
Trappc3l	chr10	30430684	30709120	-0.212794	2	29.432	0.785478	2.87894	3
Frk	chr10	30803400	31308635	0.203115	2	28.2213	0.229948	2.70945	3
Sim1	chr10	47293851	47489483	-0.227713	2	27.2556	0.206756	2.95874	3
Cdh23	chr10	56323689	56977431	-0.228318	2	32.5894	0.0867533	2.97907	3
Slc29a3	chr10	56706179	56978976	-0.237089	2	29.6758	0.465696	2.91809	3
Gm26947	chr10	56771377	57121872	-0.26047	1	29.6568	0.237588	2.92137	3
Adamts14	chr10	57193257	58137118	-0.276144	2	30.2338	0.66176	4.56296	5
Tspan15	chr10	58138371	58517257	-0.293315	1	30.3365	0.0306462	3.93825	4
Hk1	chr10	58290037	58572157	-0.256646	1	30.7193	0.258444	2.97255	3
Supv3l1	chr10	58349914	58573017	-0.262396	1	28.0554	0.0489882	2.80385	3
Rufy2	chr10	59004386	59366140	-0.241679	1	30.287	0.185631	2.97557	3
Herc4	chr10	59146854	59515718	-0.351822	2	26.1696	0.105885	2.86227	3
Gm15398	chr10	69081350	69607854	-0.213584	1	27.8531	0.391881	2.97068	3
Specc1l	chr10	70779809	71395458	-0.271585	2	30.8444	0.0347967	3.83237	4
Gucd1	chr10	71364092	71891086	-0.204616	2	32.9763	0.899728	3.96217	4
Pcnt	chr10	72288779	72675914	-0.232072	2	30.2413	0.850465	2.89572	3
Col6a2	chr10	72465449	72701530	-0.256936	2	29.6432	0.0977076	2.88544	3
Vmn2r81	chr10	75373538	75477122	0.420624	3	25.8684	0.93338	2.56521	3
Vmn2r82	chr10	75504896	75604973	0.322067	3	25.3181	0.916351	3.62235	4
Med16	chr10	75640393	76109720	-0.254017	2	22.0417	0.104701	2.78124	3
Pah	chr10	83842156	84244520	-0.203444	1	20.73	0.411533	2.9698	3
Igf1os	chr10	84208795	84511040	-0.330096	2	19.1977	0.885812	3.60698	4
Tmcc3	chr10	90050099	91107007	-0.230737	2	20.7633	0.0581011	2.90356	3
Syt1	chr10	104690807	105235672	0.294188	2	24.0686	0.786976	2.52487	3
Tph2	chr10	111311268	111562696	-0.214202	2	21.3374	0.451943	3.90085	4
Lgr5	chr10	111681353	112034637	-0.236612	2	20.998	0.782999	2.86633	3
Frs2	chr10	113312690	113567801	-0.260913	2	22.1963	0.824677	2.85785	3
Smarcc2	chr10	124819028	124957096	-0.278072	2	22.2029	0.699173	2.87029	3
Gm29585	chr10	124885030	125102145	-0.250412	2	22.7997	0.873509	3.8612	4
Olfr823	chr10	126629313	126731268	-0.202053	1	20.3221	0.98485	2.86385	3
Olfr824	chr10	126629313	126731268	-0.202053	1	20.3221	0.98485	2.86385	3
Vmn2r87	chr10	126987128	127063089	0.377927	4	31.1221	0.449832	2.69229	3
4930556J24Rik	chr11	421429	870949	0.25792	2	37.9827	0.833141	2.82049	3
Zpbp	chr11	7971393	8443382	-0.226152	2	26.3694	0.700588	3.8022	4
Cnrip1	chr11	13749007	13991369	-0.611017	1	20.7967	0.33044	2.76595	3
Ehbp1	chr11	18551336	19266261	0.223608	2	30.9409	0.726522	9.86008	11
Rtn4	chr11	26329518	27144249	0.227667	2	38.5861	0.976019	3.48065	4
Ebf1	chr11	41192987	42216919	-0.206824	2	29.4466	0.162255	2.98494	3
Havcr1	chr11	43324977	43466080	-0.213324	1	34.6831	0.976019	4.81615	5
Gm12187	chr11	45326801	45939027	0.219197	2	43.369	0.893666	12.2474	14
Gm12185	chr11	45527281	45663776	0.226772	1	46.0638	0.987179	6.89764	8
Olfr56	chr11	45659566	45939027	0.380892	3	42.9741	0.992815	4.33942	5
Sec24a	chr11	48497560	48809897	0.216501	3	49.0878	0.871013	2.85002	3
Aff4	chr11	50099789	50665280	-0.35215	1	30.3879	0.443754	5.50504	6
Gm12241	chr11	53281945	53284771	0.463134	3	29.7637	0.984121	2.6147	3
Gria1	chr11	53662002	54280673	-0.264322	2	19.4429	0.453616	4.83324	5
Sap30l	chr11	54368199	54939313	-0.237481	1	22.0385	0.0647083	2.97641	3
Obscn	chr11	55712537	56311578	-0.228114	2	22.3293	0.258837	5.85829	6
Arf1	chr11	56002237	56500703	-0.211664	2	22.5721	0.258837	2.9835	3
Tom1l2	chr11	56946558	57501379	-0.202282	2	21.9857	0.993932	2.59108	3
Ulk2	chr11	58578387	59176464	0.213956	2	27.5771	0.83176	2.86246	3
Olfr398	chr11	71038171	71361855	-0.307193	2	32.0798	0.981849	2.88429	3
Vps53	chr11	73242090	73303911	0.284664	3	51.5221	0.889849	2.8458	3
Taok1	chr11	74670931	74771098	0.357343	3	44.3153	0.767909	2.69893	3
5530401A14Rik	chr11	78820739	79274356	-0.238021	2	39.2242	0.0706786	2.98221	3
Gm17268	chr11	79017682	79545028	-0.263252	1	38.678	0.0638447	2.98069	3
Tmem132e	chr11	79274366	79769216	-0.272406	1	39.4144	0.0175003	2.97676	3
Rad51d	chr11	79804859	80132969	-0.316173	2	37.4938	0.308306	3.75222	4
Pcgf2	chr11	95055922	95223417	0.202942	3	48.6672	0.855965	2.77855	3
Krt31	chr11	97509912	97728744	0.238663	2	49.3179	0.853754	2.85851	3
Gosr2	chr11	101190351	101819332	-0.200243	2	43.7903	0.81006	2.96097	3
Abca8a	chr11	107661079	108009254	0.209959	2	42.6836	0.960626	3.82941	4
Kcnj16	chr11	108560647	108673665	0.466629	2	40.4907	0.977167	2.71105	3
Jpt1	chr11	112885107	113275418	-0.254805	2	36.3456	0.784157	2.72507	3
Gm11735	chr11	114535111	114692608	0.237246	2	56.8842	0.984121	3.60664	4
Eif4a3	chr11	117006366	117929440	-0.215431	2	40.8064	0.530889	3.8707	4
Gps1	chr11	118739978	119318651	-0.2538	2	22.2762	0.889799	3.89725	4
Kif3c	chr12	42525	366043	-0.208862	2	21.7841	0.273461	2.93353	3
Kcns3	chr12	7831728	8142646	-0.318437	1	20.021	0.756142	2.91121	3
Vsnl1	chr12	7911840	8386867	-0.234323	1	21.4513	0.00363636	3.95412	4
Odc1	chr12	14243687	14495393	-0.264755	1	22.1694	0.5153	2.93273	3
Hpcal1	chr12	14261809	14654496	-0.285605	2	19.8317	0.241136	3.78674	4
Tpo	chr12	25943639	27107390	-0.239459	2	21.2198	0.154611	2.97636	3
Snx13	chr12	31762930	32174465	0.399382	3	27.1555	0.868479	3.40313	4
Agmo	chr12	33928031	34302042	0.323859	2	23.9204	0.879833	4.4564	5
Scin	chr12	36745929	37029877	0.207224	4	21.5584	0.39543	2.84511	3
Immp2l	chr12	37577975	38615505	-0.317818	1	18.2266	0.00073254	12.4752	13
Hectd1	chr12	47741853	48204955	0.280258	2	26.036	0.962071	3.65943	4
Srp54c	chr12	51463627	51504870	-0.351739	1	15.3199	0.919301	4.88869	6
Fam177a	chr12	51544043	51889972	-0.37895	1	17.7504	0.811122	3.58397	4
Lrfn5	chr12	57658187	58171635	-0.249438	2	17.1764	0.425591	5.64018	6
Ccdc175	chr12	67919107	68212977	-0.209687	2	20.3688	0.579864	2.91607	3
Rtn1	chr12	68211169	68811839	-0.206817	1	20.9523	0.831365	2.9328	3
Gphn	chr12	74251788	74835752	0.367141	3	27.2754	0.851681	5.27806	6
Srsf5	chr12	76824014	77306183	-0.218932	1	21.6103	0.69299	2.94522	3
Adck1	chr12	84399676	85390307	-0.214383	1	20.4603	0.990771	2.07272	3
Ifi27l2b	chr12	99159381	99552530	-0.238267	1	21.2202	0.0746987	4.82003	5
Gm8895	chr12	99662411	99915056	-0.275453	1	16.2168	0.992983	8.56694	14
Serpina1b	chr12	99662411	99734829	-0.262302	1	15.9718	0.992983	3.53547	5
Serpina5	chr12	100051415	100243079	0.262842	2	34.0066	0.894506	2.87462	4
Tcl1b2	chr12	101249558	101461620	-0.241113	2	20.2	0.729204	6.82135	8
Tunar	chr12	101461630	101872209	-0.215489	2	22.1046	0.894199	2.91859	3
Meg3	chr12	105520727	106302293	-0.313681	2	20.2403	0.364865	3.88599	4
Hsp90aa1	chr12	106965980	107116486	0.285318	5	32.9912	0.899115	1.72802	3
Ighv1-17-1	chr12	111371987	111538139	-0.244309	2	19.7694	0.8733	2.91439	3
Esyt2	chr12	112765460	113243534	-0.244154	2	23.7359	0.945709	3.91884	4
Ptprn2	chr12	113032587	114267237	-0.244299	1	24.0461	0.0227815	6.94601	7
Sp8	chr12	114944525	115787058	-0.201231	1	23.8974	4.94483e-08	2.98376	3
Net1	chr13	371762	431970	-0.225348	2	29.63	0.97055	2.7025	3
Pfkp	chr13	2944449	3098115	-0.241562	2	29.4095	0.948167	2.82878	3
Adarb2	chr13	4654859	5249837	-0.331458	2	28.0156	0.827772	3.82318	4
Ryr2	chr13	7704905	8471606	-0.230387	1	30.6366	0.547387	4.95381	5
Gpr137b-ps	chr13	9645567	9652133	-0.429555	1	24.9773	0.957412	3.35765	4
B3galnt2	chr13	10253877	10866825	-0.200385	2	30.7795	0.920626	3.90883	4
Amph	chr13	14870833	15385903	-0.205986	2	30.7726	0.13405	2.97809	3
Trgc3	chr13	15402108	15452453	-0.337254	1	23.4007	0.627322	3.0642	4
H3c2	chr13	19983060	20182125	-0.289599	1	30.5574	0.500803	2.91101	3
Prl7b1	chr13	23818071	23853616	0.425585	3	35.9556	0.516112	2.74151	3
Tubb2b	chr13	30394198	30998298	0.285006	3	28.2986	0.276976	4.16089	5
Fam8a1	chr13	42450991	43960550	0.266316	2	37.5535	0.276189	3.61183	4
Diras2	chr13	48935892	49243063	-0.218484	1	37.7383	0.771439	2.90242	3
Gm2762	chr13	49842008	50439880	-0.377907	1	31.0377	0.938328	2.28033	3
Cdhr2	chr13	51085860	51257628	-0.256215	2	39.0147	0.656557	2.78688	3
Eif4e1b	chr13	51179814	51374345	-0.25243	1	38.8678	0.733963	3.76216	4
Gm5141	chr13	59391132	59440279	0.459632	3	59.187	0.979013	2.24243	3
Gm28041	chr13	63949653	63973351	0.268211	4	56.1163	0.970469	2.27574	3
Zfp456	chr13	63949653	63973351	0.268211	4	56.1163	0.970469	2.27574	3
Slf1	chr13	73687115	73931917	-0.208778	2	26.6696	0.689556	2.90668	3
2210408I21Rik	chr13	73794297	74358553	-0.212646	2	26.7466	0.869426	5.83779	6
A830082K12Rik	chr13	74728179	75056883	-0.2593	1	27.7554	0.203743	2.97378	3
Gm4117	chr13	86291795	86405059	0.299694	3	33.8359	0.451553	2.89195	3
Rasgrf2	chr13	88268411	88686021	-0.220722	2	28.3356	0.433881	3.84305	4
Gm5096	chr13	90016634	90155240	-0.249605	1	27.9416	0.997309	2.82385	3
Dmgdh	chr13	90040091	90172234	-0.278747	2	28.5596	0.602581	2.68471	3
Sv2c	chr13	92279397	92674653	-0.261387	2	28.3065	0.22183	2.89637	3
Fcho2	chr13	95042250	95271347	0.219607	2	33.2605	0.336979	3.68531	4
Naip2	chr13	96370786	96646197	-0.244233	2	28.2362	0.489983	4.54188	6
Adamts6	chr13	100695944	101316150	0.227244	2	41.0809	0.979013	2.87324	3
Pde4d	chr13	104676090	106658489	-0.214391	2	35.5475	0.950103	5.64648	6
Cspg4b	chr13	109513751	110129092	-0.218094	2	34.1825	0.980041	2.8839	3
Thrb	chr14	9851379	10216156	0.235673	3	34.7981	0.798756	3.8275	4
Nr1d2	chr14	10261791	10338812	0.271691	3	35.3218	0.631898	2.86739	3
Ube2e1	chr14	10339302	10517410	0.326599	2	34.8318	0.84223	2.90194	3
Ube2e2	chr14	10592349	11285940	-0.215834	2	28.7568	0.979013	4.89714	5
Vcl	chr14	13120036	13380057	0.220689	3	35.4302	0.910331	4.79656	5
Chat	chr14	24456068	25498017	-0.279397	2	29.0767	0.967615	2.91197	3
Arhgap22	chr14	25468134	25787081	-0.319639	1	28.649	0.629137	3.87288	4
Gm16976	chr14	37030895	37191115	0.208761	3	43.8988	0.995969	2.3226	3
Armh4	chr14	41696676	42004418	-0.217854	2	28.4263	0.839863	3.88501	4
Trav8n-2	chr14	45532731	45538033	0.580724	3	66.6084	0.937759	2.39877	3
Trav8d-2	chr14	45532731	45538033	0.580724	3	66.6084	0.937759	2.39877	3
Trav8-2	chr14	45532731	45538033	0.580724	3	66.6084	0.937759	2.39877	3
Myh6	chr14	47099121	47200005	-0.20251	2	40.2452	0.574427	2.85949	3
Rnf17	chr14	48519676	49076062	-0.219654	2	37.4936	0.686655	2.88321	3
Phf11d	chr14	51532597	51656388	-0.206721	1	34.8488	0.974018	3.9393	5
Ptk2b	chr14	58329396	59035647	-0.205616	2	30.8951	0.565975	2.97693	3
Siah3	chr14	67440259	67790451	-0.215179	2	32.1467	0.4378	2.97041	3
Klhl1	chr14	87955540	88346818	0.41957	3	32.8967	0.785488	4.0175	5
Dach1	chr14	89490908	90428757	0.227522	2	30.4783	0.967886	3.68296	4
Ednrb	chr14	95386174	95559698	-0.243289	2	25.8482	0.772951	2.78635	3
Nalcn	chr14	114792839	115113068	0.310844	3	30.6132	0.616296	2.8354	3
Itgbl1	chr14	115100758	115529679	0.2109	2	31.6156	0.975545	6.73721	7
Nadk2	chr15	5833264	5948774	0.274116	3	41.7553	0.741978	2.2997	3
Gm37815	chr15	16683984	16847984	-0.362205	2	36.1945	0.621346	2.66514	3
Cdh12	chr15	17627118	18194857	0.240745	4	44.6494	0.419153	5.66994	6
Ctnnd2	chr15	26635349	27457829	-0.238467	2	45.9503	0.93439	5.85991	6
Zfpm2	chr15	36835427	37381405	0.27565	3	44.6178	0.83176	2.8188	3
Has2os	chr15	52625544	52886853	0.316843	3	45.9432	0.963204	4.76781	5
Gsdmc	chr15	59657113	59698867	0.395673	3	48.0212	0.880916	2.80839	3
Gsdmc4	chr15	59657113	59698867	0.395673	3	48.0212	0.880916	2.80839	3
Gsdmcl-ps	chr15	59697736	60039424	-0.209351	3	36.4114	0.903122	14.2608	21
1700065I16Rik	chr15	59697736	59731948	-0.2173	3	36.2032	0.903122	6.61102	9
Apol7a	chr15	73279722	73312043	0.208426	3	49.7494	0.915043	3.81769	4
Apol7c	chr15	73279722	73331373	0.241175	3	50.3908	0.915043	5.63963	6
Apol7b	chr15	73285300	73350684	0.275159	2	51.394	0.981774	7.54929	8
Srebf2	chr15	78144634	78511310	-0.222072	2	40.7188	0.460121	3.85618	4
Cyp2d10	chr15	78515425	78579248	-0.550349	1	27.7272	0.951277	2.99467	4
Cyp2d9	chr15	78515425	78579248	-0.550349	1	27.7272	0.951277	2.99467	4
Cyp2d34	chr15	78515425	78579248	-0.550349	1	27.7272	0.951277	2.99467	4
Sult4a1	chr15	79901389	80503002	-0.222876	1	41.6594	0.25643	2.97764	3
Tafa5	chr15	83767605	84823150	-0.263227	1	38.5365	0.437945	2.96235	3
Smgc	chr15	88043312	88204117	0.249954	3	50.7132	0.805086	2.88037	3
Cntn1	chr15	88253622	88756951	0.273286	2	44.3185	0.993932	5.73303	6
Calcoco1	chr15	99073799	99791313	-0.239181	2	21.6117	0.856708	3.86933	4
Teddm3	chr16	17378073	17448173	0.243184	3	35.4662	0.921165	2.80761	3
2510009E07Rik	chr16	17789511	18418061	-0.251699	2	29.1316	0.856708	2.81035	3
Tra2b	chr16	18724894	18772546	0.355231	3	33.7928	0.970469	2.50681	3
Kng2	chr16	19482064	19570549	-0.217623	1	20.7824	0.358201	5.60946	6
St6gal1	chr16	19677885	20184979	0.252873	2	25.0885	0.956205	3.76805	4
Fgf12	chr16	24560524	25003444	0.229106	3	14.3172	0.867505	2.81867	3
Atp13a3	chr16	26732015	27055561	-0.278651	2	11.7345	0.609501	2.79168	3
4932412D23Rik	chr16	39190795	39505708	0.259057	2	23.069	0.975867	2.89761	3
Zbtb20	chr16	39377439	40421019	0.273971	2	24.778	0.91466	4.83448	5
Dzip3	chr16	45304365	45590897	0.320197	3	23.0136	0.249625	4.85815	5
St3gal6	chr16	54533356	54831681	0.333413	1	23.0151	0.226037	2.37652	3
Cpox	chr16	54859776	54973595	-0.396953	1	10.4905	0.0654523	3.74861	4
Zfp654	chr16	60838624	61120165	-0.341101	1	11.4305	0.0977076	2.97032	3
Htr1f	chr16	61069669	61276887	-0.371844	1	10.4916	0.0309885	4.87426	5
Samsn1	chr16	71718200	72136783	-0.21621	2	12.4652	0.803871	3.93797	4
Mir99ahg	chr16	73128063	73954313	0.243547	2	13.9217	0.994214	2.85381	3
Tmprss15	chr16	74772047	75134777	0.305061	2	17.3647	0.991327	3.78531	5
Gm10785	chr16	87262217	87661511	-0.248633	2	23.4052	0.917903	3.42769	4
Cryzl1	chr16	87262217	87661511	-0.248633	2	23.4052	0.917903	3.42769	4
Gm5678	chr16	89332898	89613165	-0.262227	1	22.2052	0.878388	2.87116	3
Brwd1	chr16	91795896	92108059	0.247494	3	28.0973	0.947666	5.64694	6
Zdhhc14	chr17	2439227	3253510	-0.201965	2	31.9708	0.1793	2.92197	3
Sytl3	chr17	3685294	3904985	-0.229907	0	26.5209	0.899728	4.59796	6
Acat3	chr17	9625532	10023885	-0.278365	2	29.7517	0.156746	2.84985	3
Vmn2r127	chr17	15716455	16669556	-0.231708	2	24.6655	0.313803	9.41006	14
Vmn2r97	chr17	16361645	16956356	-0.344508	1	22.6095	0.985691	1.93169	3
Zfp943	chr17	19403686	19558902	-0.320529	3	21.2447	0.786787	6.15075	8
Vmn2r130	chr17	20561208	20586838	0.397686	3	28.8739	0.565975	3.64076	4
Gm18416	chr17	20700315	20718569	-0.275982	1	18.2533	0.88555	3.22682	5
Gm18396	chr17	20701564	20718569	-0.646596	1	14.2775	0.93338	1.5344	3
Srrm2	chr17	21329278	21520499	-0.21225	2	34.9455	0.496015	2.05167	3
Abca17	chr17	21811668	22461720	-0.20359	2	34.6496	0.220603	2.98044	3
Hmga1	chr17	25084208	25438125	-0.274671	1	31.2192	0.0235281	2.39847	3
Hmga1b	chr17	25084208	25438125	-0.274671	1	31.2192	0.0235281	2.39847	3
Cbs	chr17	29418593	29661726	-0.215385	2	32.2827	0.970469	2.88974	3
U2af1	chr17	29581049	29921645	-0.22974	1	31.448	0.986039	2.89627	3
Pglyrp2	chr17	30227924	30505886	-0.302521	2	29.6681	0.380563	2.54924	3
H2-DMb2	chr17	32153348	32259052	-0.236542	2	31.0716	0.561501	2.88455	3
H2-DMb1	chr17	32153348	32259052	-0.236542	2	31.0716	0.561501	2.88455	3
Hspa1b	chr17	32947973	33099020	-0.348965	2	26.3732	0.454513	2.97054	4
Gm20481	chr17	33083882	33099020	-0.437016	1	22.3221	0.995969	1.97615	3
Hspa1a	chr17	33097882	33163322	-0.282079	1	31.275	0.935804	2.71846	3
H2-Q5	chr17	33412929	33608081	0.385072	3	40.9991	0.978583	3.54261	4
2410017I17Rik	chr17	34168588	34445467	-0.266975	2	25.8632	0.202884	5.17319	6
Gm8815	chr17	34168588	34445467	-0.266975	2	25.8632	0.202884	5.17319	6
Gm17782	chr17	34168588	34445467	-0.266975	2	25.8632	0.202884	5.17319	6
Gm20543	chr17	36020564	36241694	-0.201929	2	29.312	0.911573	2.92855	3
Esp18	chr17	37554416	37646250	0.386509	4	40.03	0.859236	2.16207	3
Crisp1	chr17	38547770	38612996	0.539068	3	47.1078	0.981102	3.07335	5
Opn5	chr17	40824030	40899648	0.380109	3	40.1395	0.943295	2.62632	3
Runx2	chr17	42653071	43462635	0.228262	2	38.6595	0.902218	2.85559	3
9830107B12Rik	chr17	46372461	46531045	0.217077	2	45.6265	0.496015	3.96032	5
A530064D06Rik	chr17	46500800	46531045	0.35053	3	49.2678	0.985024	2.96692	4
Mocs1	chr17	47674529	48417037	-0.278732	1	30.5759	0.0761836	2.97719	3
Kif6	chr17	47886098	48446362	-0.250291	1	30.8002	0.17777	2.96759	3
Ankrd12	chr17	64401974	64517947	-0.266978	3	29.6617	0.93338	2.75486	3
Ndc80	chr17	69863508	70217767	-0.283993	1	26.5975	0.922085	2.8055	3
Gm17538	chr17	76033990	76059752	-0.312366	1	21.6607	0.963204	2.52472	3
Crim1	chr17	76443576	76859482	-0.259274	2	28.9877	0.784157	2.57935	3
Gm5499	chr17	85234184	85489276	0.281855	2	15.8379	0.993515	2.90376	3
Stpg4	chr17	85490156	85908246	0.27382	5	7.15771	1.50359e-77	2.8787	3
Gm28676	chr17	85807309	86272336	-0.627571	1	3.39296	8.72874e-24	3.86454	4
Msh6	chr17	86391484	86932365	-0.623848	1	2.9632	0.00749659	2.9616	3
Foxn2	chr17	86754633	87120501	-0.80348	1	2.66591	4.38105e-07	2.97587	3
