gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Tsnax	chr8	121334463	121846389	-0.221441	2	21.7219	0.14961	3.85771	4
Disc1	chr8	121749622	122068844	-0.214808	2	22.1389	0.363047	3.90755	4
A730098A19Rik	chr8	122382219	123232697	-0.20315	2	22.7936	0.0984669	2.9821	3
Ccdc7b	chr8	125821218	125860221	0.229909	3	24.2745	0.93338	2.65804	3
Mmp1b	chr9	3995525	4084912	-0.317381	1	23.7247	0.991812	2.6039	3
Cntn5	chr9	6422381	7503121	0.231268	3	33.2563	0.943592	5.80729	6
Mtnr1b	chr9	11957849	12355689	-0.51688	2	24.8364	0.954191	2.83525	3
Fat3	chr9	12204539	12955625	-0.562981	2	22.1841	0.797458	2.7926	3
Npsr1	chr9	20553552	21047575	0.295307	3	48.3464	0.970469	2.24994	3
Ubash3b	chr9	37204087	39385969	-0.263703	1	30.5053	0.00328914	2.85788	3
Hykk	chr9	51356786	52072910	0.506324	3	30.2353	0.849662	2.55738	3
Dis3l	chr9	60909852	61721031	-0.206807	2	21.8509	0.0235281	2.93274	3
Megf11	chr9	60909852	61721031	-0.206807	2	21.8509	0.0235281	2.93274	3
Rab11a	chr9	60909852	61721031	-0.206807	2	21.8509	0.0235281	2.93274	3
MGP_FVBNJ_G0009133	chr9	60909852	61721031	-0.206807	2	21.8509	0.0235281	2.93274	3
Dennd4a	chr9	60909852	61721031	-0.206807	2	21.8509	0.0235281	2.93274	3
Trip4	chr9	62528893	62792822	0.262036	3	29.7667	0.992967	2.37212	3
Snx1	chr9	62788506	63256965	0.221586	3	32.139	0.857335	2.62312	3
Usp3	chr9	63256222	63453858	0.328993	3	31.7595	0.93445	2.56892	3
Gm15563	chr9	63256222	63453858	0.328993	3	31.7595	0.93445	2.56892	3
Aph1b	chr9	63256975	63497389	0.230559	2	28.1117	0.980131	5.16615	6
Aph1c	chr9	63458917	64341068	0.209396	2	26.3636	0.996918	3.82336	4
Rora	chr9	65195333	66454549	-0.251017	2	19.9068	0.683083	7.57393	8
Fam81a	chr9	66463511	66887754	-0.280919	2	20.0323	0.62675	2.87391	3
Unc13c	chr9	70220066	70991225	0.262977	3	32.3516	0.686655	3.79217	4
Gfral	chr9	72779245	72994416	0.223854	3	34.4985	0.428415	2.95103	3
Gsta1	chr9	74968989	75041617	-0.336962	3	23.873	0.987179	5.40025	7
Gsta5	chr9	74968989	75041617	-0.336962	3	23.873	0.987179	5.40025	7
Gm8074	chr9	74970800	74972820	-0.486903	1	18.9797	0.950103	1.98979	3
Trim43a	chr9	85193872	85246922	-0.282757	3	23.8008	0.984072	3.34366	4
Trim43c	chr9	85193872	85246922	-0.282757	3	23.8008	0.984072	3.34366	4
Trim43b	chr9	85193872	85246922	-0.282757	3	23.8008	0.984072	3.34366	4
Cpne4	chr9	100849824	101268571	-0.273648	2	26.9429	0.422827	5.68971	6
Dock3	chr9	102936066	103722487	-0.236821	2	30.1471	0.998958	4.82043	5
Fbxw14	chr9	105403739	105777333	-0.689241	1	12.9596	0.98485	2.48681	4
Lrrc2	chr9	107161195	108002472	-0.200712	1	31.3822	0.379743	2.97556	3
4921528I07Rik	chr9	110521257	110559232	0.446151	4	43.0953	0.710171	2.88447	4
Crtap	chr9	110797413	111018691	0.204659	3	32.2543	0.75207	2.74904	3
Zbtb2	chr10	1097087	1312527	-0.263011	2	28.3108	0.640156	2.67325	3
Rmnd1	chr10	1312066	1654303	-0.208377	1	29.1533	0.980131	2.69935	3
Taar7e	chr10	20756836	20848410	0.467818	3	35.573	0.686163	2.78078	3
Nkain2	chr10	28309751	29604286	0.300434	2	32.3707	0.823717	7.51852	8
Trappc3l	chr10	30430684	30709120	-0.212794	2	29.432	0.785478	2.87894	3
Sim1	chr10	47293851	47489483	-0.227713	2	27.2556	0.206756	2.95874	3
Cdh23	chr10	56323689	56977431	-0.205671	2	31.5087	0.0867533	3.97601	4
Slc29a3	chr10	56706179	56978976	-0.237089	2	29.6758	0.465696	2.91809	3
Gm26947	chr10	56771377	57121872	-0.26047	1	29.6568	0.237588	2.92137	3
Adamts14	chr10	57193257	58290026	-0.277473	2	29.4388	0.66176	4.52894	5
Tspan15	chr10	58287063	58845439	-0.272454	1	30.1576	0.821294	2.94486	3
Rufy2	chr10	59004386	59366140	-0.241679	1	30.287	0.185631	2.97557	3
Herc4	chr10	59146854	59600638	-0.224498	2	30.1842	0.105885	2.98109	3
Gm15398	chr10	69081350	69607854	-0.213584	1	27.8531	0.391881	2.97068	3
Specc1l	chr10	71321326	71395458	-0.291484	1	30.4225	0.862902	2.83563	3
Gucd1	chr10	71364092	71895401	-0.244194	2	30.1496	0.899728	3.73382	4
Adarb1	chr10	72884094	73767629	-0.236513	2	31.6752	0.441643	2.86044	3
Vmn2r81	chr10	75373538	75477122	0.420624	3	25.8684	0.93338	2.56521	3
Vmn2r82	chr10	75504896	75604973	0.322067	3	25.3181	0.916351	3.62235	4
Plpp2	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Mir6909	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Mier2	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Theg	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
C2cd4c	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Shc2	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Odf3l2	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Madcam1	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Tpgs1	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Cdc34	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Gzmm	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Gm25794	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Bsg	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Hcn2	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Polrmt	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Fgf22	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Rnf126	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Fstl3	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Prss57	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Palm	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Misp	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
E130317F20Rik	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Ptbp1	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Plppr3	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Mir6910	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Prtn3	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Elane	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Cfd	chr10	75640393	76059093	-0.248708	2	21.9411	0.104701	2.80534	3
Med16	chr10	75640393	76109720	-0.228439	2	22.8074	0.104701	3.77792	4
Tdg	chr10	78965817	79784552	0.322235	2	34.5477	0.991327	2.31744	3
1700113H08Rik	chr10	83260798	83984506	-0.228483	1	20.6442	0.013968	3.96692	4
Pah	chr10	83842156	84244520	-0.203444	1	20.73	0.411533	2.9698	3
Igf1os	chr10	84208795	84511040	-0.330096	2	19.1977	0.885812	3.60698	4
Tmcc3	chr10	90050099	91107007	-0.230737	2	20.7633	0.0581011	2.90356	3
Syt1	chr10	104690807	105235672	0.294188	2	24.0686	0.786976	2.52487	3
Tph2	chr10	111311268	111562696	-0.214202	2	21.3374	0.451943	3.90085	4
Lgr5	chr10	111681353	112034637	-0.236612	2	20.998	0.782999	2.86633	3
Frs2	chr10	113312690	113567801	-0.260913	2	22.1963	0.824677	2.85785	3
Olfr823	chr10	126629313	126731268	-0.202053	1	20.3221	0.98485	2.86385	3
Olfr824	chr10	126629313	126731268	-0.202053	1	20.3221	0.98485	2.86385	3
4930556J24Rik	chr11	421429	870949	0.25792	2	37.9827	0.833141	2.82049	3
Zpbp	chr11	7971393	8443382	-0.226152	2	26.3694	0.700588	3.8022	4
Cnrip1	chr11	13749007	13991369	-0.611017	1	20.7967	0.33044	2.76595	3
Ehbp1	chr11	18551336	19266261	0.254453	2	31.9714	0.726522	10.8058	12
Rtn4	chr11	26329518	27144249	0.227667	2	38.5861	0.976019	3.48065	4
Ebf1	chr11	41192987	42216919	-0.206824	2	29.4466	0.162255	2.98494	3
Sox30	chr11	42461201	43284989	0.201353	3	43.2751	0.621346	3.97198	4
Gm12169	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm12170	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
BC053393	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Rpl9-ps2	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Dppa1	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm12171	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm4926	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm12173	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Havcr1	chr11	43324977	43466080	-0.213324	1	34.6831	0.976019	4.81615	5
Gm12187	chr11	45467174	45939027	0.247352	2	43.1961	0.994715	11.2532	13
Gm12185	chr11	45527281	45663776	0.226772	1	46.0638	0.987179	6.89764	8
Olfr56	chr11	45659566	45939027	0.380892	3	42.9741	0.992815	4.33942	5
Sec24a	chr11	48497560	48809897	0.216501	3	49.0878	0.871013	2.85002	3
Aff4	chr11	50099789	50667122	-0.328084	1	30.8674	0.443754	3.91358	5
Gm12241	chr11	53281945	53284771	0.463134	3	29.7637	0.984121	2.6147	3
Gria1	chr11	53662002	54280673	-0.264322	2	19.4429	0.453616	4.83324	5
Obscn	chr11	55712537	56311578	-0.228114	2	22.3293	0.258837	5.85829	6
Arf1	chr11	56002237	56500703	-0.211664	2	22.5721	0.258837	2.9835	3
Pemt	chr11	56792897	57501379	-0.209857	2	22.1435	0.360456	3.56494	4
Ulk2	chr11	58578387	59176464	0.213956	2	27.5771	0.83176	2.86246	3
Olfr398	chr11	71038171	71361855	-0.307193	2	32.0798	0.981849	2.88429	3
Vps53	chr11	73242090	73303911	0.284664	3	51.5221	0.889849	2.8458	3
Taok1	chr11	74670931	74771098	0.357343	3	44.3153	0.767909	2.69893	3
5530401A14Rik	chr11	78820739	79274356	-0.215862	2	39.0462	0.0706786	3.97871	4
Gm17268	chr11	79017682	79615565	-0.246365	1	38.9915	0.0638447	2.9762	3
Rad51d	chr11	79804859	80132969	-0.316173	2	37.4938	0.308306	3.75222	4
Fbxo47	chr11	95223680	95460333	-0.347031	2	36.625	0.862919	2.79533	3
Krt31	chr11	97509912	97728744	0.238663	2	49.3179	0.853754	2.85851	3
Nbr1	chr11	99111742	99195042	0.249085	3	45.3439	0.810127	2.76407	3
Gosr2	chr11	101190351	101819332	-0.200243	2	43.7903	0.81006	2.96097	3
Abca8a	chr11	107661079	108009254	0.209959	2	42.6836	0.960626	3.82941	4
Kcnj16	chr11	108560647	108673665	0.466629	2	40.4907	0.977167	2.71105	3
Gm11735	chr11	114535111	114692608	0.237246	2	56.8842	0.984121	3.60664	4
Gps1	chr11	118739978	119318651	-0.272452	2	21.6378	0.889799	2.90084	3
Hpcal1	chr12	14489892	14654496	-0.320521	2	18.0994	0.929805	2.79111	3
Tpo	chr12	25943639	27107390	-0.239459	2	21.2198	0.154611	2.97636	3
Snx13	chr12	31762930	32174465	0.399382	3	27.1555	0.868479	3.40313	4
Agmo	chr12	33928031	34302042	0.323859	2	23.9204	0.879833	4.4564	5
Zfp277	chr12	36942380	37972716	-0.390879	2	17.4254	0.978568	2.81098	3
Immp2l	chr12	37859219	38615505	-0.291193	1	18.3956	0.00126322	10.4851	11
Hectd1	chr12	47741853	48204955	0.280258	2	26.036	0.962071	3.65943	4
Srp54c	chr12	51463627	51504870	-0.351739	1	15.3199	0.919301	4.88869	6
Fam177a	chr12	51544043	51889972	-0.37895	1	17.7504	0.811122	3.58397	4
Slc25a21	chr12	52919887	53735515	0.212185	2	23.6796	0.849662	3.70047	4
Lrfn5	chr12	57658187	58171635	-0.249438	2	17.1764	0.425591	5.64018	6
Ccdc175	chr12	67919107	68212977	-0.209687	2	20.3688	0.579864	2.91607	3
Rtn1	chr12	68211169	68811839	-0.206817	1	20.9523	0.831365	2.9328	3
Gphn	chr12	74251788	75240111	0.286937	3	26.2628	0.851681	5.33815	6
Adck1	chr12	84399676	85390307	-0.214383	1	20.4603	0.990771	2.07272	3
Ifi27l2b	chr12	99159381	99552530	-0.238267	1	21.2202	0.0746987	4.82003	5
Gm8895	chr12	99662411	99915056	-0.323983	1	15.4591	0.992983	6.8348	12
Serpina1b	chr12	99662411	99736934	-0.264788	1	16.3317	0.992983	2.87497	5
Serpina5	chr12	100051415	100243079	0.262842	2	34.0066	0.894506	2.87462	4
Tunar	chr12	101461630	101872209	-0.215489	2	22.1046	0.894199	2.91859	3
Meg3	chr12	105520727	106302293	-0.313681	2	20.2403	0.364865	3.88599	4
Hsp90aa1	chr12	106965980	107116486	0.285318	5	32.9912	0.899115	1.72802	3
Esyt2	chr12	112765460	113243534	-0.240292	2	23.6819	0.945709	2.92458	3
Ptprn2	chr12	113032587	114267237	-0.244299	1	24.0461	0.0227815	6.94601	7
Sp8	chr12	114944525	115787058	-0.201231	1	23.8974	4.94483e-08	2.98376	3
Itgb8	chr12	115666486	115788317	0.200051	2	26.0513	0.99491	2.89594	3
Net1	chr13	371762	431970	-0.225348	2	29.63	0.97055	2.7025	3
Pfkp	chr13	2944449	3098115	-0.241562	2	29.4095	0.948167	2.82878	3
Ryr2	chr13	7704905	8471606	-0.230387	1	30.6366	0.547387	4.95381	5
Gpr137b-ps	chr13	9645567	9652133	-0.429555	1	24.9773	0.957412	3.35765	4
B3galnt2	chr13	10253877	10866825	-0.200385	2	30.7795	0.920626	3.90883	4
Amph	chr13	14870833	15385903	-0.205986	2	30.7726	0.13405	2.97809	3
Trgc3	chr13	15402108	15452453	-0.337254	1	23.4007	0.627322	3.0642	4
Tubb2b	chr13	30394198	30998298	0.477381	3	31.5648	0.276976	4.24657	5
Fam8a1	chr13	42450991	43960550	0.266316	2	37.5535	0.276189	3.61183	4
Cks2	chr13	48053685	48810295	0.5689	2	51.5967	0.99684	3.33719	4
Gm2762	chr13	49842008	50439880	-0.377907	1	31.0377	0.938328	2.28033	3
Cdhr2	chr13	51085860	51257628	-0.256215	2	39.0147	0.656557	2.78688	3
Eif4e1b	chr13	51179814	51374345	-0.263185	1	38.3788	0.733963	2.76921	3
Gm5141	chr13	59391132	59440279	0.459632	3	59.187	0.979013	2.24243	3
Gm28041	chr13	63949653	63973351	0.268211	4	56.1163	0.970469	2.27574	3
Zfp456	chr13	63949653	63973351	0.268211	4	56.1163	0.970469	2.27574	3
Slf1	chr13	73687115	73931917	-0.208778	2	26.6696	0.689556	2.90668	3
2210408I21Rik	chr13	73794297	74358553	-0.212646	2	26.7466	0.869426	5.83779	6
A830082K12Rik	chr13	74728179	75056883	-0.2593	1	27.7554	0.203743	2.97378	3
Gm4117	chr13	86291795	86405059	0.299694	3	33.8359	0.451553	2.89195	3
Xrcc4	chr13	86291795	87117726	0.203102	3	32.9623	0.451553	3.88173	4
Rasgrf2	chr13	88268411	88686021	-0.220722	2	28.3356	0.433881	3.84305	4
Gm5096	chr13	90016634	90155240	-0.249605	1	27.9416	0.997309	2.82385	3
Dmgdh	chr13	90040091	90172234	-0.278747	2	28.5596	0.602581	2.68471	3
Sv2c	chr13	92279397	92674653	-0.261387	2	28.3065	0.22183	2.89637	3
Fcho2	chr13	95042250	95271347	0.219607	2	33.2605	0.336979	3.68531	4
Naip2	chr13	96370786	96646197	-0.244233	2	28.2362	0.489983	4.54188	6
Adamts6	chr13	100695944	101316150	0.227244	2	41.0809	0.979013	2.87324	3
Cspg4b	chr13	109513751	110129092	-0.218094	2	34.1825	0.980041	2.8839	3
Fhit	chr14	1892205	4999406	0.210338	2	30.3997	0.957412	4.71874	5
Thrb	chr14	9851379	10216156	0.235673	3	34.7981	0.798756	3.8275	4
Nr1d2	chr14	10261791	10338812	0.271691	3	35.3218	0.631898	2.86739	3
Ube2e1	chr14	10339302	10517410	0.326599	2	34.8318	0.84223	2.90194	3
Ube2e2	chr14	10592349	11285940	-0.215834	2	28.7568	0.979013	4.89714	5
Vcl	chr14	13120036	13380057	0.202627	3	35.3987	0.910331	3.85476	4
Arhgap22	chr14	25468134	25787081	-0.360381	1	27.4733	0.629137	2.87735	3
Wapl	chr14	26981534	27484640	0.276614	3	30.1991	0.483731	2.7529	3
Gm16976	chr14	37030895	37191115	0.208761	3	43.8988	0.995969	2.3226	3
Armh4	chr14	41696676	42004418	-0.217854	2	28.4263	0.839863	3.88501	4
Trav8n-2	chr14	45532731	45539767	0.549231	3	70.4317	0.937759	2.38239	3
Trav8d-2	chr14	45532731	45539767	0.549231	3	70.4317	0.937759	2.38239	3
Trav8-2	chr14	45532731	45539767	0.549231	3	70.4317	0.937759	2.38239	3
Phf11d	chr14	51532597	51656388	-0.206721	1	34.8488	0.974018	3.9393	5
Ptk2b	chr14	58329396	59035647	-0.205616	2	30.8951	0.565975	2.97693	3
Tnfrsf10b	chr14	61845888	61918713	0.278642	3	38.3705	0.507653	2.87788	3
Gm15574	chr14	61845888	61918713	0.278642	3	38.3705	0.507653	2.87788	3
Lrch1	chr14	66542214	67355683	-0.340852	2	26.6287	0.956205	2.88358	3
Siah3	chr14	67440259	67790451	-0.215179	2	32.1467	0.4378	2.97041	3
Pcdh9	chr14	84778411	85746323	0.237471	1	28.0996	0.289848	3.58448	4
Klhl1	chr14	87955540	88346818	0.41957	3	32.8967	0.785488	4.0175	5
Dach1	chr14	89490908	90428757	0.358689	2	31.5859	0.967886	2.70805	3
Ednrb	chr14	95386174	95559698	-0.243289	2	25.8482	0.772951	2.78635	3
Hs6st3	chr14	110513296	111627081	-0.255708	2	27.8975	0.210129	10.2474	11
Clybl	chr14	113740676	113908819	-0.209692	1	30.7235	0.933905	2.91086	3
Itgbl1	chr14	115100758	115529679	0.2109	2	31.6156	0.975545	6.73721	7
Nadk2	chr15	5833264	5948774	0.274116	3	41.7553	0.741978	2.2997	3
Gm37815	chr15	16683984	16847984	-0.362205	2	36.1945	0.621346	2.66514	3
Cdh12	chr15	17627118	18194857	0.217416	4	45.5983	0.419153	4.72592	5
Ctnnd2	chr15	26635349	27457829	-0.223196	2	46.0154	0.93439	4.86435	5
Sdc2	chr15	29181868	29523274	-0.249431	1	34.4688	0.803871	2.6625	3
Has2os	chr15	52625544	52886853	0.224222	3	42.8855	0.963204	2.83498	3
Gsdmc	chr15	59657113	59698867	0.395673	3	48.0212	0.880916	2.80839	3
Gsdmc4	chr15	59657113	59698867	0.395673	3	48.0212	0.880916	2.80839	3
Apol7a	chr15	73279722	73312043	0.208426	3	49.7494	0.915043	3.81769	4
Apol7c	chr15	73279722	73331373	0.241175	3	50.3908	0.915043	5.63963	6
Apol7b	chr15	73285300	73350684	0.275159	2	51.394	0.981774	7.54929	8
Tomm22	chr15	75636761	76043320	-0.203803	2	41.1792	0.850332	2.83231	3
Srebf2	chr15	78144634	78511310	-0.222072	2	40.7188	0.460121	3.85618	4
Cyp2d10	chr15	78515425	78579248	-0.497315	1	29.5661	0.951277	2.5734	3
Cyp2d9	chr15	78515425	78579248	-0.497315	1	29.5661	0.951277	2.5734	3
Cyp2d34	chr15	78515425	78579248	-0.497315	1	29.5661	0.951277	2.5734	3
Sult4a1	chr15	79901389	80503002	-0.222876	1	41.6594	0.25643	2.97764	3
Tafa5	chr15	83767605	84823150	-0.263227	1	38.5365	0.437945	2.96235	3
Smgc	chr15	88043312	88204117	0.249954	3	50.7132	0.805086	2.88037	3
Cntn1	chr15	88253622	88756951	0.322204	2	42.6519	0.993932	6.66716	7
Larp4	chr15	96268973	96526370	0.205905	3	29.2302	0.999681	3.84	4
MGP_FVBNJ_G0036178	chr16	17378073	17448173	0.243184	3	35.4662	0.921165	2.80761	3
Teddm3	chr16	17378073	17448173	0.243184	3	35.4662	0.921165	2.80761	3
2510009E07Rik	chr16	17789511	18418061	-0.251699	2	29.1316	0.856708	2.81035	3
Tra2b	chr16	18724894	18772546	0.355231	3	33.7928	0.970469	2.50681	3
Kng2	chr16	19482064	19570549	-0.217623	1	20.7824	0.358201	5.60946	6
St6gal1	chr16	19677885	20184979	0.252873	2	25.0885	0.956205	3.76805	4
Fgf12	chr16	24560524	25003444	0.229106	3	14.3172	0.867505	2.81867	3
Atp13a3	chr16	26732015	27055561	-0.278651	2	11.7345	0.609501	2.79168	3
Dzip3	chr16	45304365	45590897	0.320197	3	23.0136	0.249625	4.85815	5
Col8a1	chr16	53855361	54012805	0.379791	2	12.7322	0.928856	3.35107	4
Htr1f	chr16	61069669	61356313	-0.337448	1	10.6458	0.0309885	4.90112	5
Samsn1	chr16	71718200	72136783	-0.21621	2	12.4652	0.803871	3.93797	4
Gm10785	chr16	87262217	87661511	-0.248633	2	23.4052	0.917903	3.42769	4
Cryzl1	chr16	87262217	87661511	-0.248633	2	23.4052	0.917903	3.42769	4
Gm5678	chr16	89332898	89613165	-0.262227	1	22.2052	0.878388	2.87116	3
Brwd1	chr16	91795896	92108059	0.247494	3	28.0973	0.947666	5.64694	6
Vmn2r127	chr17	15716455	16669556	-0.231708	2	24.6655	0.313803	9.41006	14
Vmn2r97	chr17	16361645	16956356	-0.344508	1	22.6095	0.985691	1.93169	3
Zfp943	chr17	19403686	19558902	-0.207634	3	23.7144	0.786787	4.45696	6
MGP_FVBNJ_G0023044	chr17	19530351	19560382	-0.336431	2	27.4663	0.867453	2.81218	3
Vmn2r130	chr17	20561208	20586838	0.437195	3	29.6926	0.565975	4.59641	5
Gm18416	chr17	20700315	20710526	-0.482091	1	16.0128	0.88555	3.49419	5
Gm18396	chr17	20701564	20710526	-0.991311	1	10.5225	0.93338	1.80177	3
Dcpp3	chr17	21443273	21538023	-0.29832	2	27.8415	0.654839	1.81121	3
Hmga1	chr17	25084208	25438125	-0.274671	1	31.2192	0.0235281	2.39847	3
Hmga1b	chr17	25084208	25438125	-0.274671	1	31.2192	0.0235281	2.39847	3
Cbs	chr17	29418593	29661726	-0.215385	2	32.2827	0.970469	2.88974	3
U2af1	chr17	29581049	29921645	-0.22974	1	31.448	0.986039	2.89627	3
Hspa1b	chr17	33083882	33099020	-0.437016	1	22.3221	0.995969	1.97615	3
Gm20481	chr17	33083882	33099020	-0.437016	1	22.3221	0.995969	1.97615	3
Hspa1a	chr17	33097882	33163322	-0.282079	1	31.275	0.935804	2.71846	3
H2-Q5	chr17	33412929	33608081	0.385072	3	40.9991	0.978583	3.54261	4
Ddr1	chr17	33637231	34054308	-0.287013	2	31.9361	0.0337945	3.90702	4
Gm4577	chr17	33637231	34054308	-0.287013	2	31.9361	0.0337945	3.90702	4
2410017I17Rik	chr17	34291378	34445467	-0.282186	3	23.2131	0.997011	3.2699	4
Gm8815	chr17	34291378	34445467	-0.282186	3	23.2131	0.997011	3.2699	4
Gm17782	chr17	34291378	34445467	-0.282186	3	23.2131	0.997011	3.2699	4
MGP_FVBNJ_G0005681	chr17	35338382	35522710	-0.33713	1	26.8417	0.332303	3.83171	4
Olfr120	chr17	35856764	36018952	-0.26218	1	26.4952	0.595243	2.93167	3
Olfr119	chr17	35856764	36018952	-0.26218	1	26.4952	0.595243	2.93167	3
Gm20543	chr17	36020564	36241694	-0.201929	2	29.312	0.911573	2.92855	3
Esp18	chr17	37554416	37646250	0.386509	4	40.03	0.859236	2.16207	3
Crisp1	chr17	38547770	38612996	0.539068	3	47.1078	0.981102	3.07335	5
Opn5	chr17	40824030	40899648	0.380109	3	40.1395	0.943295	2.62632	3
Runx2	chr17	42653071	43462635	0.228262	2	38.6595	0.902218	2.85559	3
9830107B12Rik	chr17	46372461	46531045	0.217077	2	45.6265	0.496015	3.96032	5
A530064D06Rik	chr17	46500800	46531045	0.35053	3	49.2678	0.985024	2.96692	4
Mocs1	chr17	47674529	48446362	-0.241611	1	31.2397	0.0761836	2.97036	3
MGP_FVBNJ_G0039433	chr17	52109032	52291695	-0.207509	1	27.5734	0.853141	5.7504	6
Ndc80	chr17	69863508	70217767	-0.283993	1	26.5975	0.922085	2.8055	3
Gm17538	chr17	76033990	76059752	-0.312366	1	21.6607	0.963204	2.52472	3
Colec12	chr18	6345374	6964347	-0.20855	2	36.3772	0.15854	3.93596	4
Lama3	chr18	9164553	9880998	0.212402	2	41.6404	0.978568	2.85636	3
Dsg1c	chr18	16733513	16884360	0.462977	2	42.1934	0.957096	5.69337	6
Dsg1a	chr18	16999480	17143078	0.6274	3	39.5426	0.237588	2.5825	3
Dsg1b	chr18	16999480	17143078	0.6274	3	39.5426	0.237588	2.5825	3
Klhl14	chr18	18145283	18572688	0.214151	2	42.4429	0.960297	2.55633	3
Ap3s1	chr18	43120210	43361764	0.269466	3	47.3137	0.541541	2.84131	3
St8sia3os	chr18	60444409	60680689	-0.212094	2	19.797	0.864444	2.9436	3
Kcng2	chr18	76451354	77018789	-0.215794	2	24.2749	0.250285	2.97394	3
Cndp1	chr18	80852264	81250653	-0.222608	2	21.0191	0.638789	2.97102	3
Gm7289	chr18	80852264	81250653	-0.222608	2	21.0191	0.638789	2.97102	3
Fau	chr19	2917231	3196114	-0.215356	1	32.2583	0.980131	2.78957	3
Gm9843	chr19	2917231	3196114	-0.215356	1	32.2583	0.980131	2.78957	3
Trpm3	chr19	18823813	19951017	0.233535	2	34.1036	0.889393	4.7896	5
Prkg1	chr19	27388276	28783726	0.204517	2	35.2969	0.981849	6.46818	7
Sgms1	chr19	28879104	29664462	-0.210485	2	30.5061	0.871499	2.9304	3
Lipo1	chr19	30575833	30907436	0.412325	3	31.905	0.755128	4.6803	5
Gm8980	chr19	30575833	30907436	0.412325	3	31.905	0.755128	4.6803	5
Lipo5	chr19	30575833	30907436	0.412325	3	31.905	0.755128	4.6803	5
Cyp2c68	chr19	36594711	36664944	-0.200075	3	20.3294	0.992983	2.32311	3
Cyp2c67	chr19	36594711	36664944	-0.200075	3	20.3294	0.992983	2.32311	3
Cyp2c69	chr19	36594711	36664944	-0.200075	3	20.3294	0.992983	2.32311	3
Nudt11	chrX	640985	788846	-0.303117	1	26.3956	0.960297	2.39552	3
Gm14820	chrX	2556914	2715886	-0.214317	1	31.1136	0.825428	2.93203	3
Tspan7	chrX	5098209	5267437	0.31542	2	35.2734	0.969669	3.603	4
Cask	chrX	8209390	8576273	0.434313	2	31.4879	0.956873	4.606	5
Kdm6a	chrX	12924785	13021140	0.369783	3	29.3799	0.853754	5.10244	6
Zfp182	chrX	15749754	15797390	0.227235	3	32.9712	0.764612	2.8205	3
Wdr44	chrX	18363667	18480762	0.365464	3	33.1101	0.745251	5.52564	6
Slc25a43	chrX	31300832	31385704	-0.299991	2	27.6993	0.981849	2.55114	3
Slc25a5	chrX	31332567	31738018	-0.278323	2	29.262	0.831497	3.54666	4
Nkap	chrX	31710746	31793041	-0.240183	2	29.593	0.857141	3.84212	4
6030498E09Rik	chrX	33370326	33592216	-0.253292	1	27.7531	0.990254	6.15692	7
Gm29242	chrX	41062623	41443117	-0.240754	1	26.6109	0.741165	12.4236	13
