gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Hbb-bt	chr7	102267722	102391426	-0.26419	1	19.8202	0.681228	2.94905	3
Hbb-bs	chr7	102267722	102391426	-0.26419	1	19.8202	0.681228	2.94905	3
Gm15115	chr7	102267722	102391426	-0.26419	1	19.8202	0.681228	2.94905	3
Hbb-bh3	chr7	102267722	102391426	-0.26419	1	19.8202	0.681228	2.94905	3
Olfr646	chr7	102568463	102793067	-0.217368	2	22.1132	0.920216	2.96717	3
Usp17le	chr7	103150963	103400358	-0.230471	3	19.8636	0.958255	4.70251	5
Usp17lc	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Usp17lb	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Usp17ld	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Usp17la	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Olfr665	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Olfr666	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Olfr667	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Olfr668	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Olfr669	chr7	103235105	103400358	-0.344304	2	19.1213	0.767496	2.85518	3
Gvin-ps6	chr7	104973038	105104330	-0.459132	1	17.0639	0.911116	3.42276	4
Gvin-ps7	chr7	104973038	105104330	-0.459132	1	17.0639	0.911116	3.42276	4
Gvin2	chr7	104973038	105104330	-0.459132	1	17.0639	0.911116	3.42276	4
Sox6	chr7	114317675	116285005	0.378428	3	25.0466	0.918913	2.84155	3
Palb2	chr7	120769076	120905847	-0.275195	2	23.3346	0.529185	2.94051	3
Gm16326	chr7	120769076	120905847	-0.275195	2	23.3346	0.529185	2.94051	3
Dctn5	chr7	120769076	120905847	-0.275195	2	23.3346	0.529185	2.94051	3
Gm15489	chr7	120769076	120905847	-0.275195	2	23.3346	0.529185	2.94051	3
Plk1	chr7	120769076	120905847	-0.275195	2	23.3346	0.529185	2.94051	3
Gm44985	chr7	120769076	120905847	-0.275195	2	23.3346	0.529185	2.94051	3
Ern2	chr7	120769076	120905847	-0.275195	2	23.3346	0.529185	2.94051	3
Chp2	chr7	120769076	120905847	-0.275195	2	23.3346	0.529185	2.94051	3
Glud-ps	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm21957	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
4933440M02Rik	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
4930533L02Rik	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
4930571K23Rik	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm30717	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Kdm8	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Nsmce1	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm4973	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Il4ra	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm44876	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Il21r	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gtf3c1	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Katnip	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gsg1l	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm44874	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Xpo6	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm17137	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm17136	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
1700123J17Rik	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm44703	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Sbk1	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Gm30928	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Lat	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Mir7058	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Spns1	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Nfatc2ip	chr7	123710448	126728913	-0.315411	2	23.0855	0.44222	2.90303	3
Itgad	chr7	126850876	129049613	-0.370053	2	22.6447	0.936334	2.40148	3
Mrgprd	chr7	144164101	144302739	-0.460421	1	18.0788	0.000351403	2.93725	3
Gm7461	chr8	1601965	1746185	-0.271086	2	22.7932	0.879371	2.9517	3
Csmd1	chr8	12727440	15914963	-0.20454	2	23.2973	0.983948	11.8643	12
Unc5d	chr8	25590216	26564977	-0.203934	2	16.711	0.532141	2.97235	3
Tenm3	chr8	44452217	45601443	-0.205881	2	17.8199	0.786549	6.88177	7
Gpm6a	chr8	51503821	51620501	0.23466	3	15.5706	0.645409	2.80018	3
Csgalnact1	chr8	64874535	65579055	0.477135	3	22.4354	0.633991	2.8049	3
Myo9b	chr8	67545583	68216425	-0.293748	1	16.9547	0.974114	4.51978	5
Slc10a7	chr8	74660606	75410590	-0.283526	2	17.4656	0.985735	3.7701	4
Rnf150	chr8	79016373	79221454	0.756241	4	28.8208	0.748685	2.71705	3
Chd9	chr8	86905156	89255707	0.231773	2	20.702	0.6701	3.79938	4
A330008L17Rik	chr8	95070476	96119227	0.323665	2	20.279	0.977911	4.78028	5
Gcsh	chr8	113425059	113545351	-0.328341	1	16.62	0.960663	2.91879	3
Pkd1l2	chr8	113425059	113580904	-0.378129	1	15.9821	0.960663	4.82653	5
Gm15395	chr8	113466220	113580904	-0.393577	1	15.8985	0.498146	2.89829	3
Plcg2	chr8	113953272	115830948	-0.230676	2	17.9997	0.790419	2.95598	3
MGP_FVBNJ_G0009080	chr8	113953272	115830948	-0.230676	2	17.9997	0.790419	2.95598	3
Gm16237	chr8	121846703	122091600	-0.202728	2	18.7536	0.920216	2.96984	3
Ccdc7b	chr8	125839961	125868751	0.329054	4	23.3565	0.879371	2.6495	3
Gucy1a2	chr9	195802	4005520	-0.325639	2	21.032	0.967508	3.74628	4
Arhgap42	chr9	5720118	7240561	0.359401	2	26.5958	0.973268	2.85214	3
Cntn5	chr9	7238263	8022089	0.425256	3	25.3218	0.845685	2.89167	3
Opcml	chr9	24728943	30103443	-0.380644	2	21.9739	0.991296	3.70939	4
Scaper	chr9	52072440	52467894	0.25068	3	18.1962	0.998954	2.72796	3
Cox5a	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Gm26631	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Fam219b	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Mpi	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Scamp2	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Ulk3	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Cplx3	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Lman1l	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Csk	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Cyp1a2	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Cyp1a1	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Edc3	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Clk3	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Gm17231	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Arid3b	chr9	53985264	54335290	-0.271236	2	17.4474	0.823448	2.89848	3
Anp32a	chr9	58883705	59477317	-0.345331	2	16.8053	0.993585	2.88931	3
Coro2b	chr9	58883705	59477317	-0.345331	2	16.8053	0.993585	2.88931	3
MGP_FVBNJ_G0036521	chr9	58883705	59477317	-0.345331	2	16.8053	0.993585	2.88931	3
Dis3l	chr9	60909852	61721031	-0.24105	2	17.659	0.19757	2.94101	3
Megf11	chr9	60909852	61721031	-0.24105	2	17.659	0.19757	2.94101	3
Rab11a	chr9	60909852	61721031	-0.24105	2	17.659	0.19757	2.94101	3
MGP_FVBNJ_G0009133	chr9	60909852	61721031	-0.24105	2	17.659	0.19757	2.94101	3
Dennd4a	chr9	60909852	61721031	-0.24105	2	17.659	0.19757	2.94101	3
Igdcc4	chr9	61719984	65021405	-0.252184	1	16.8648	0.886869	2.92548	3
Gsta2	chr9	74872793	74947556	-0.491174	0	16.038	0.606214	4.73344	9
Gsta1	chr9	74971204	75041617	-0.474433	0	14.5966	0.986476	2.17904	3
Gsta5	chr9	74971204	75041617	-0.474433	0	14.5966	0.986476	2.17904	3
Ooep	chr9	74986956	75134478	-0.278863	2	16.9456	0.866641	2.88065	3
Gm8087	chr9	74986956	75134478	-0.278863	2	16.9456	0.866641	2.88065	3
Stag1	chr9	96918721	101131173	0.203634	3	19.9742	0.768951	2.92762	3
Acy1	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Abhd14a	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Abhd14b	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Gm28959	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Pcbp4	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Gpr62	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Parp3	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Rrp9	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Iqcf1	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
MGP_FVBNJ_G0034997	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Iqcf5	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Iqcf4	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Iqcf6	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
MGP_FVBNJ_G0009801	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Gm28111	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Grm2	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Tex264	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Rad54l2	chr9	102510803	103256270	-0.369683	2	16.883	0.689499	2.88706	3
Dock3	chr9	103256037	104890148	-0.323288	1	16.9039	0.441968	3.87925	4
Fbxw14	chr9	105495623	106015104	-0.650303	1	9.97588	0.993792	2.91784	4
Lrrc2	chr9	107161195	108740244	-0.266183	2	16.8947	0.986377	4.8954	5
Rtp3	chr9	107330068	108740244	-0.325569	2	15.8908	0.492024	2.91529	3
1700061E17Rik	chr9	107330068	108740244	-0.325569	2	15.8908	0.492024	2.91529	3
Gm10030	chr9	107330068	108740244	-0.325569	2	15.8908	0.492024	2.91529	3
Ltf	chr9	107330068	108740244	-0.325569	2	15.8908	0.492024	2.91529	3
Gm43814	chr9	107330068	108740244	-0.325569	2	15.8908	0.492024	2.91529	3
Ccrl2	chr9	107330068	108740244	-0.325569	2	15.8908	0.492024	2.91529	3
Rp31-ps19	chr9	107330068	108740244	-0.325569	2	15.8908	0.492024	2.91529	3
Gm26409	chr9	107330068	108740244	-0.325569	2	15.8908	0.492024	2.91529	3
Slc22a14	chr9	115699270	116730406	0.46057	4	30.0249	0.889134	3.58837	4
Akap12	chr10	1097087	1312527	-0.352067	2	21.8508	0.892717	2.70213	3
Zbtb2	chr10	1097087	1312527	-0.352067	2	21.8508	0.892717	2.70213	3
Gm13294	chr10	1097087	1312527	-0.352067	2	21.8508	0.892717	2.70213	3
Rmnd1	chr10	1312066	1654303	-0.274024	1	23.3528	0.987354	3.70804	4
Taar7e	chr10	20756836	21177026	0.506677	3	29.921	0.892945	2.79344	3
Nkain2	chr10	28436333	29700010	0.603276	3	26.9874	0.961109	3.39226	4
Frk	chr10	31067506	31887416	0.34105	3	25.331	0.942404	2.84434	3
Lama4	chr10	35520327	36534589	0.917859	5	31.4665	0.232362	2.76154	3
Grik2	chr10	45591838	46464799	0.27405	3	26.2297	0.997836	2.87956	3
MGP_FVBNJ_G0009329	chr10	59004386	59144672	-0.216346	1	25.3656	0.200075	2.97762	3
Slc25a16	chr10	59004386	59144672	-0.216346	1	25.3656	0.200075	2.97762	3
Gm25862	chr10	59004386	59144672	-0.216346	1	25.3656	0.200075	2.97762	3
Gm16128	chr10	59004386	59144672	-0.216346	1	25.3656	0.200075	2.97762	3
Dna2	chr10	59004386	59144672	-0.216346	1	25.3656	0.200075	2.97762	3
Rufy2	chr10	59004386	59366140	-0.207258	1	25.2416	0.200075	4.96358	5
1700023F02Rik	chr10	62229523	62878430	0.383081	3	27.7558	0.927466	2.87231	3
Gm20609	chr10	67359859	67482916	-0.247996	2	24.5597	0.993792	2.94615	3
Cisd1	chr10	67359859	67482916	-0.247996	2	24.5597	0.993792	2.94615	3
Ipmk	chr10	67359859	67627382	-0.262958	2	23.8619	0.993792	3.90522	4
Pcdh15	chr10	69081350	71321568	-0.251427	2	21.916	0.716414	8.80711	9
Gucd1	chr10	71397185	71891428	-0.274827	2	25.1042	0.937716	3.87651	4
Snrpd3	chr10	71492382	71891428	-0.315551	2	24.1426	0.559048	2.88258	3
Lrrc75b	chr10	71492382	71891428	-0.315551	2	24.1426	0.559048	2.88258	3
Ggt1	chr10	71492382	71891428	-0.315551	2	24.1426	0.559048	2.88258	3
Ggt5	chr10	71492382	71891428	-0.315551	2	24.1426	0.559048	2.88258	3
Gm9985	chr10	71492382	71891428	-0.315551	2	24.1426	0.559048	2.88258	3
Gm26402	chr10	71492382	71891428	-0.315551	2	24.1426	0.559048	2.88258	3
Gm9794	chr10	71492382	71891428	-0.315551	2	24.1426	0.559048	2.88258	3
Mgat4c	chr10	98222591	99159476	0.285139	5	16.2942	0.613884	6.32464	7
Tmtc2	chr10	101562545	102093938	-0.485262	0	14.6052	0.176052	2.82607	3
Gm25342	chr10	102252360	102343979	-0.303793	2	14.1888	0.89925	2.83995	3
Acss3	chr10	103221730	103849587	0.351783	3	20.7379	0.786549	6.76341	7
Frs2	chr10	113401115	113707235	-0.205358	2	18.7754	0.17694	2.98277	3
MGP_FVBNJ_G0038281	chr10	113401115	113707235	-0.205358	2	18.7754	0.17694	2.98277	3
Yeats4	chr10	113401115	113707235	-0.205358	2	18.7754	0.17694	2.98277	3
9530003J23Rik	chr10	113401115	113707235	-0.205358	2	18.7754	0.17694	2.98277	3
Gm10936	chr10	113401115	113707235	-0.205358	2	18.7754	0.17694	2.98277	3
Lyz2	chr10	113578749	113710651	-0.380781	2	15.3075	0.515399	2.88484	3
Lyz1	chr10	113578749	113710651	-0.380781	2	15.3075	0.515399	2.88484	3
Cpsf6	chr10	113578749	113710651	-0.380781	2	15.3075	0.515399	2.88484	3
Olfr815	chr10	126365628	126422727	-0.37166	2	13.2887	0.904521	2.87593	3
Olfr814	chr10	126365628	126422727	-0.37166	2	13.2887	0.904521	2.87593	3
Olfr816	chr10	126423579	126630197	-0.256504	2	16.3124	0.857732	2.91605	3
MGP_FVBNJ_G0039721	chr10	126423579	126630197	-0.256504	2	16.3124	0.857732	2.91605	3
Olfr818	chr10	126423579	126630197	-0.256504	2	16.3124	0.857732	2.91605	3
Olfr819	chr10	126423579	126630197	-0.256504	2	16.3124	0.857732	2.91605	3
Gm10310	chr10	126423579	126630197	-0.256504	2	16.3124	0.857732	2.91605	3
Ehbp1	chr11	18852091	19830976	0.470555	3	32.953	0.861153	4.59673	5
Gm12108	chr11	28731184	29783437	-0.380475	2	27.5185	0.998129	2.25338	3
Gm12109	chr11	28731184	29783437	-0.380475	2	27.5185	0.998129	2.25338	3
Il9r	chr11	28731184	29783437	-0.380475	2	27.5185	0.998129	2.25338	3
Gm12187	chr11	45717852	46026361	-0.409409	1	29.6492	0.993792	4.76496	5
Olfr56	chr11	45717852	46026361	-0.409409	1	29.6492	0.993792	4.76496	5
Aff4	chr11	50099789	50753884	0.23544	3	27.8909	0.751314	3.83275	4
Meikin	chr11	51221969	51253570	1.01375	5	45.6058	0.934862	2.25063	3
Olfr331	chr11	55403633	55509395	-0.273582	1	20.6145	0.474577	2.94686	3
Olfr224	chr11	55403633	55509395	-0.273582	1	20.6145	0.474577	2.94686	3
Gm12714	chr11	56792897	57565048	-0.332816	2	21.4207	0.826073	2.59375	3
1810063I02Rik	chr11	56792897	57565048	-0.332816	2	21.4207	0.826073	2.59375	3
Med9os	chr11	56792897	57565048	-0.332816	2	21.4207	0.826073	2.59375	3
Med9	chr11	56792897	57565048	-0.332816	2	21.4207	0.826073	2.59375	3
Rasd1	chr11	56792897	57565048	-0.332816	2	21.4207	0.826073	2.59375	3
Pemt	chr11	56792897	57565048	-0.332816	2	21.4207	0.826073	2.59375	3
Fndc8	chr11	80029225	80164470	-0.238481	1	37.0228	0.940715	2.94318	3
Gm11735	chr11	114535111	115804737	0.501261	3	69.4234	0.92563	2.6566	3
Gm20498	chr12	77306193	78570644	-0.200216	2	18.9738	0.625789	2.97661	3
Cox16	chr12	77306193	78570644	-0.200216	2	18.9738	0.625789	2.97661	3
Gm4787	chr12	77306193	78570644	-0.200216	2	18.9738	0.625789	2.97661	3
Rgs6	chr12	78443097	79955952	-0.321517	2	17.1507	0.771071	3.87738	4
Vsx2	chr12	80499521	81497504	-0.396559	2	17.5275	0.142614	2.81288	3
Abcd4	chr12	80499521	81497504	-0.396559	2	17.5275	0.142614	2.81288	3
Vrtn	chr12	80499521	81497504	-0.396559	2	17.5275	0.142614	2.81288	3
Syndig1l	chr12	80499521	81497504	-0.396559	2	17.5275	0.142614	2.81288	3
Galc	chr12	93837005	94144166	-0.35635	2	14.9151	0.840563	2.82806	3
Gm17042	chr12	99623421	99800565	-0.484006	3	13.1758	0.993792	3.33317	4
Gm8895	chr12	99623421	101295027	-0.408516	3	14.2266	0.993792	6.07012	7
Meg3	chr12	105520727	106302293	-0.331843	2	16.364	0.957318	3.8522	4
MGP_FVBNJ_G0009395	chr12	105810196	106302293	-0.395684	1	15.3895	0.768594	2.86023	3
Mir1906-2	chr12	105810196	106302293	-0.395684	1	15.3895	0.768594	2.86023	3
Ighv3-5	chr12	110696902	111538139	-0.390048	1	15.9241	0.865384	2.88318	3
Zfp386	chr12	112605640	113243534	-0.246517	2	21.5428	0.801343	2.97886	3
Vipr2	chr12	112605640	113243534	-0.246517	2	21.5428	0.801343	2.97886	3
Gm20658	chr12	112605640	113243534	-0.246517	2	21.5428	0.801343	2.97886	3
MGP_FVBNJ_G0007976	chr12	112605640	113243534	-0.246517	2	21.5428	0.801343	2.97886	3
Gm25112	chr12	113032587	113280250	-0.282421	1	20.0456	0.0400088	2.9775	3
MGP_FVBNJ_G0037167	chr12	113032587	113280250	-0.282421	1	20.0456	0.0400088	2.9775	3
Ptprn2	chr12	113032587	114267237	-0.24779	1	20.7621	0.0400088	11.9225	12
Gm17807	chr12	113032587	113280250	-0.282421	1	20.0456	0.0400088	2.9775	3
Gm10421	chr12	113624214	114267237	-0.233451	1	21.3487	0.130804	2.98678	3
Gm5441	chr12	113624214	114267237	-0.233451	1	21.3487	0.130804	2.98678	3
Mir153	chr12	113624214	114267237	-0.233451	1	21.3487	0.130804	2.98678	3
Gm20613	chr12	114305637	114598426	-0.213519	2	21.2714	0.142417	2.98603	3
Cdca7l	chr12	114305637	114598426	-0.213519	2	21.2714	0.142417	2.98603	3
Dnah11	chr12	114305637	115397555	-0.246425	2	20.5256	0.142417	6.96956	7
Sp4	chr12	114598436	115397555	-0.259714	1	20.2301	0.0011709	2.99159	3
MGP_FVBNJ_G0037168	chr12	114944525	115660871	-0.223014	2	20.6764	0.00706595	2.99155	3
MGP_FVBNJ_G0009397	chr12	114944525	115660871	-0.223014	2	20.6764	0.00706595	2.99155	3
Dip2c	chr13	5519865	7399807	0.250584	2	37.7155	0.986457	3.66301	4
Actn2	chr13	8471828	8586671	-0.298297	2	23.339	0.997592	3.87747	4
Sugct	chr13	13370274	14429953	-0.22536	1	23.5262	0.985735	5.78336	6
Amph	chr13	14870833	15389863	-0.228438	2	24.8818	0.999135	4.90155	5
Gm31887	chr13	15130920	15389863	-0.297192	2	23.7977	0.927694	2.90795	3
Trgv7	chr13	15130920	15389863	-0.297192	2	23.7977	0.927694	2.90795	3
Trgv4	chr13	15130920	15389863	-0.297192	2	23.7977	0.927694	2.90795	3
Trgv6	chr13	15130920	15389863	-0.297192	2	23.7977	0.927694	2.90795	3
Trgv5	chr13	15130920	15389863	-0.297192	2	23.7977	0.927694	2.90795	3
Trgv3	chr13	15402108	15450373	-0.396605	1	17.7218	0.892963	2.85004	3
Trgc3	chr13	15402108	15453755	-0.421132	1	18.4468	0.892963	3.80907	4
Vmn1r-ps103	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Vmn1r189	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Vmn1r-ps104	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Gm11298	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Vmn1r201	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Vmn1r-ps106	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Vmn1r-ps107	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Vmn1r-ps108	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Vmn1r202	chr13	18591827	18735823	-0.201209	2	23.9808	0.494114	2.97609	3
Prl7b1	chr13	23818071	23853616	0.442616	3	30.3258	0.827449	2.7716	3
Phactr1	chr13	39081504	40910225	-0.325593	2	16.2846	0.630879	2.89586	3
Gm15812	chr13	39081504	40910225	-0.325593	2	16.2846	0.630879	2.89586	3
Gm15809	chr13	39081504	40910225	-0.325593	2	16.2846	0.630879	2.89586	3
MGP_FVBNJ_G0009406	chr13	39081504	40910225	-0.325593	2	16.2846	0.630879	2.89586	3
Gm15813	chr13	39081504	40910225	-0.325593	2	16.2846	0.630879	2.89586	3
Tbc1d7	chr13	39081504	40910225	-0.325593	2	16.2846	0.630879	2.89586	3
Gfod1	chr13	39081504	40910225	-0.325593	2	16.2846	0.630879	2.89586	3
Sirt5	chr13	39081504	40910225	-0.325593	2	16.2846	0.630879	2.89586	3
Zfp85os	chr13	63951865	64846993	-0.565452	1	17.2608	0.933266	2.73892	3
Edil3	chr13	85284144	85749456	0.250553	2	27.8896	0.890024	6.85879	7
Gm4117	chr13	86175566	87025956	0.391263	3	31.0911	0.960717	3.81864	4
Xrcc4	chr13	86291795	87025956	0.349219	3	29.5529	0.514368	2.92289	3
Zfp366	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
Ptcd2	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
Mrps27	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
6430562O15Rik	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
Map1b	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
Gm26559	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
1700012J22Rik	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
Gm24471	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
Cartpt	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
Mccc2	chr13	95578834	96592556	-0.288315	2	24.8425	0.956935	2.77904	3
Map3k1	chr13	108146689	108269955	-0.226319	2	25.4268	0.993792	2.91203	3
Gm15327	chr13	108146689	108269955	-0.226319	2	25.4268	0.993792	2.91203	3
Gm15325	chr13	108146689	108269955	-0.226319	2	25.4268	0.993792	2.91203	3
Gm15324	chr13	108146689	108269955	-0.226319	2	25.4268	0.993792	2.91203	3
Gm15326	chr13	108146689	108269955	-0.226319	2	25.4268	0.993792	2.91203	3
Ncf2-rs	chr13	108146689	108269955	-0.226319	2	25.4268	0.993792	2.91203	3
Dlg5	chr14	16265993	16502043	-0.305918	2	23.1638	0.826073	2.94067	3
Gm17105	chr14	16265993	16502043	-0.305918	2	23.1638	0.826073	2.94067	3
A630023A22Rik	chr14	26257253	26621866	-0.23527	2	22.2622	0.999193	2.92354	3
Gm24394	chr14	28748502	29099613	-0.241086	2	21.8329	0.975527	2.94942	3
Trav13d-1	chr14	45562569	45798483	-0.500567	1	21.8398	0.499127	6.56156	7
Trav13n-4	chr14	45562569	45591437	-0.474149	1	24.9147	0.499127	4.73524	5
Diaph3	chr14	78647857	79349046	-0.219488	1	21.6316	0.991021	2.94809	3
Pcdh9	chr14	84778411	85746323	0.309322	2	25.6493	0.832034	4.63945	5
Klhl1	chr14	87955540	88346818	0.384515	3	29.4828	0.949421	2.31514	3
Hs6st3	chr14	110513296	114219064	-0.42016	2	18.8698	0.875045	7.76039	9
4921515E04Rik	chr15	14643859	14788761	0.42333	3	30.3412	0.975641	2.78758	3
Cdh12	chr15	17627118	18269547	0.719001	3	30.9614	0.852917	3.6037	4
Rgs22	chr15	32292597	34908857	-0.219853	2	27.4907	0.985735	3.88028	4
Gm23665	chr15	42942951	43137938	-0.219701	2	25.1175	0.927694	2.95437	3
Mtbp	chr15	51540998	52629612	0.279419	3	37.2946	0.884546	2.92148	3
Gsdmc	chr15	59657113	59698867	0.453076	3	37.6395	0.94803	3.78799	4
Gsdmc4	chr15	59657113	59698867	0.453076	3	37.6395	0.94803	3.78799	4
Apol7b	chr15	73285300	73363040	0.362706	3	41.2394	0.953797	3.82017	4
Tafa5	chr15	83767605	84823150	-0.203708	2	27.855	0.965426	2.96402	3
Cpne8	chr15	86714610	88055000	0.227884	3	32.2944	0.930614	2.96017	3
Cntn1	chr15	88280560	88930144	0.385635	2	29.8182	0.865384	3.84925	4
Gnb1l	chr16	14947138	15172236	0.362577	4	32.2885	0.715317	2.80473	3
2010309G21Rik	chr16	15532464	15558160	-0.303129	2	20.7264	0.884634	2.93986	3
Kng2	chr16	19482064	20184979	0.232129	1	21.8099	0.761555	2.7507	3
Fbxo45	chr16	28681071	28802229	-0.309854	2	15.5954	0.672918	2.92315	3
Gm25848	chr16	28681071	28802229	-0.309854	2	15.5954	0.672918	2.92315	3
Wdr53	chr16	28681071	28802229	-0.309854	2	15.5954	0.672918	2.92315	3
Mir1946a	chr16	28681071	28802229	-0.309854	2	15.5954	0.672918	2.92315	3
Smco1	chr16	28681071	28802229	-0.309854	2	15.5954	0.672918	2.92315	3
Rnf168	chr16	28681071	28802229	-0.309854	2	15.5954	0.672918	2.92315	3
Ropn1	chr16	31030290	31387257	-0.218941	2	17.6996	0.936375	2.96645	3
Stxbp5l	chr16	33583785	35355369	-0.238381	2	16.0885	0.843602	2.90645	3
Dzip3	chr16	45304365	47015336	0.37896	3	19.3486	0.380736	6.77522	7
Gm22576	chr16	45326480	45347338	0.51146	3	19.8997	0.548278	2.8746	3
Gm17054	chr16	57296297	57384815	-0.402727	1	7.88118	0.567961	2.89698	3
