gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Potefam1	chr2	107196550	107367021	0.324444	3	21.1889	0.0604106	1.97141	2
Olfr1278	chr2	107339782	107368598	0.413204	3	22.6943	0.619142	1.86299	2
MGP_FVBNJ_G0026055	chr2	107339782	107368598	0.413204	3	22.6943	0.619142	1.86299	2
MGP_FVBNJ_G0026056	chr2	107339782	107409922	0.41675	3	26.2979	0.619142	3.33376	4
MGP_FVBNJ_G0026058	chr2	107441416	107449138	0.677967	3	24.4654	0.80755	1.81056	2
Olfr1287	chr2	107507491	107531130	0.41401	3	27.1138	0.981719	1.59594	2
Gm13930	chr2	107830481	107903329	-0.237656	2	17.7039	0.902218	2.21737	3
Olfr1301	chr2	107852968	107933971	0.253672	2	30.7461	0.980131	1.41249	2
Olfr1302	chr2	107852968	107933971	0.253672	2	30.7461	0.980131	1.41249	2
Olfr1303	chr2	107907257	108015492	0.577215	5	34.7001	0.812174	1.33085	2
Rap1a-ps2	chr2	113217210	113554462	0.376357	2	22.5404	0.893666	1.90589	2
Gm25189	chr2	113217210	113554462	0.376357	2	22.5404	0.893666	1.90589	2
Fam98b	chr2	113217210	113554462	0.376357	2	22.5404	0.893666	1.90589	2
Rasgrp1	chr2	113217210	113554462	0.376357	2	22.5404	0.893666	1.90589	2
Gm13982	chr2	113217210	113554462	0.376357	2	22.5404	0.893666	1.90589	2
Chp1	chr2	115441749	115614669	0.241523	2	30.614	0.934953	2.41274	3
Nusap1	chr2	115648036	115803497	-0.202483	2	20.9219	0.95327	1.88461	2
n-R5s204	chr2	115648036	115803497	-0.202483	2	20.9219	0.95327	1.88461	2
Ndufaf1	chr2	115648036	115803497	-0.202483	2	20.9219	0.95327	1.88461	2
Gm14383	chr2	115648036	115803497	-0.202483	2	20.9219	0.95327	1.88461	2
Rtf1	chr2	115648036	115803497	-0.202483	2	20.9219	0.95327	1.88461	2
Gm25857	chr2	115648036	115803497	-0.202483	2	20.9219	0.95327	1.88461	2
Itpka	chr2	115648036	115803497	-0.202483	2	20.9219	0.95327	1.88461	2
Ltk	chr2	115648036	115803497	-0.202483	2	20.9219	0.95327	1.88461	2
Ganc	chr2	116293303	116846405	-0.234298	2	22.3664	0.994214	2.97112	3
Capn3	chr2	116488459	116846405	-0.307725	2	21.0015	0.97818	1.98226	2
Zfp106	chr2	116552130	117419352	-0.726019	1	15.6892	4.0661e-06	1.98478	2
MGP_FVBNJ_G0005955	chr2	116552130	117419352	-0.726019	1	15.6892	4.0661e-06	1.98478	2
Snap23	chr2	116552130	117419352	-0.726019	1	15.6892	4.0661e-06	1.98478	2
Lrrc57	chr2	116552130	117419352	-0.726019	1	15.6892	4.0661e-06	1.98478	2
Haus2	chr2	116552130	117419352	-0.726019	1	15.6892	4.0661e-06	1.98478	2
Stard9	chr2	116552130	117419352	-0.726019	1	15.6892	4.0661e-06	1.98478	2
MGP_FVBNJ_G0036428	chr2	116552130	117419352	-0.726019	1	15.6892	4.0661e-06	1.98478	2
Cdan1	chr2	116552130	117421049	-0.760322	1	14.3642	4.0661e-06	2.93216	3
Ttbk2	chr2	116552130	117421049	-0.760322	1	14.3642	4.0661e-06	2.93216	3
AV039307	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Ubr1	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Tmem62	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
MGP_FVBNJ_G0008518	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
MGP_FVBNJ_G0038785	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Ccndbp1	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Epb42	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Tgm5	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Gm14213	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Tgm7	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Lcmt2	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Gm23858	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Adal	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Zscan29	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Tubgcp4	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Trp53bp1	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Map1a	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Gm14978	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Ppip5k1	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Ckmt1	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Strc	chr2	116848129	117421049	-0.884545	1	12.5946	2.03771e-23	1.93987	2
Catsper2	chr2	117421345	117455148	-1.06435	1	10.7222	0.000411176	2.76734	3
Gm14001	chr2	117426450	117455148	-1.15777	1	9.88836	1.26771e-10	1.79948	2
Gm14000	chr2	117426450	117455148	-1.15777	1	9.88836	1.26771e-10	1.79948	2
Pdia3	chr2	117426450	117553725	-0.632765	1	14.3425	1.26771e-10	3.66739	4
Sord	chr2	118286300	118340559	0.245452	2	26.8563	0.787368	1.85848	2
Slc28a2b	chr2	118571395	118750755	-0.200419	1	19.9436	0.883052	1.93525	2
Gm14086	chr2	118571395	118750755	-0.200419	1	19.9436	0.883052	1.93525	2
Slc30a4	chr2	118766520	118982680	0.209209	2	24.1589	0.776233	1.51242	2
4930417H01Rik	chr2	118766520	118982680	0.209209	2	24.1589	0.776233	1.51242	2
Bloc1s6os	chr2	118766520	118982680	0.209209	2	24.1589	0.776233	1.51242	2
Bloc1s6	chr2	118766520	118982680	0.209209	2	24.1589	0.776233	1.51242	2
Sqor	chr2	118766520	118982680	0.209209	2	24.1589	0.776233	1.51242	2
Galk2	chr2	121991089	122170563	0.286325	3	25.2914	0.945503	2.82434	3
Fam227b	chr2	122160018	122792361	0.235892	3	24.935	0.690245	1.94097	2
Slx4ip	chr2	132974775	133309459	0.526757	3	20.7879	0.876861	1.74566	2
Gm14064	chr2	133781658	134072873	0.355049	3	25.5848	0.57468	3.68389	4
Btbd3	chr2	134285846	134963807	0.278947	2	23.0447	0.998618	2.83704	3
Gm14061	chr2	134595861	134963807	0.382513	2	22.0742	0.998583	1.84869	2
Gm14066	chr2	135263848	135794917	0.490716	5	29.4085	0.769426	4.82665	6
Sptlc3	chr2	135527298	135794917	0.415908	2	25.0637	0.824472	1.83652	2
Ism1	chr2	135527298	135794917	0.415908	2	25.0637	0.824472	1.83652	2
Gm24221	chr2	144003769	144145635	-0.249357	2	19.9515	0.741978	1.96339	2
Gm25866	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Nxt1	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Gzf1	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Napb	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cstl1	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cst11	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cstdc1	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cst12	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cst8	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cst13	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cst9	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cstdc2	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Cst3	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Gm38221	chr2	144445341	144908451	0.439641	2	39.6164	0.972501	1.73038	2
Syndig1	chr2	145657620	145985681	-0.201833	2	20.6139	0.137919	2.94476	3
C530025M09Rik	chr2	145657620	145985681	-0.201833	2	20.6139	0.137919	2.94476	3
Gm14125	chr2	146166385	146231617	-0.355303	2	17.6613	0.903229	1.66218	2
Gm14142	chr2	146841985	146946357	-0.251466	2	21.274	0.970469	2.89855	3
Gm14141	chr2	146848894	146946357	-0.284064	2	20.0258	0.486718	1.93163	2
Gm6741	chr2	146848894	146946357	-0.284064	2	20.0258	0.486718	1.93163	2
Gm14147	chr2	146990152	147015480	-0.286977	1	17.7063	0.985024	1.80127	2
Gm23005	chr2	147035112	147044024	-0.413405	1	14.5189	0.957412	1.73262	2
Mylk2	chr2	148807289	149391964	-0.230904	2	30.7581	0.818118	2.84633	3
Foxs1	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Dusp15	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Ttll9	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Gm14199	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Pdrg1	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Xkr7	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Ccm2l	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Hck	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
MGP_FVBNJ_G0037522	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Tm9sf4	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Tspyl3	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Gm17868	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Plagl2	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Pofut1	chr2	148892089	149391964	-0.254621	2	31.2725	0.185631	1.86145	2
Asxl1	chr2	149391023	149612087	-0.284351	1	27.9868	0.989241	2.5259	3
Nol4l	chr2	149391974	149612087	-0.267019	2	27.7465	0.666541	1.66006	2
Gm14472	chr2	149391974	149612087	-0.267019	2	27.7465	0.666541	1.66006	2
Dnmt3c	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Mapre1	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Sun5	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Bpifb2	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Bpifb6	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Bpifb3	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Bpifb4	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Bpifa6	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Bpifa2	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Gm21850	chr2	149682773	150176228	-0.209436	2	29.444	0.431541	1.9199	2
Bpifb9a	chr2	150270163	150289820	0.637278	3	48.8972	0.978283	1.47163	2
Bpifb9b	chr2	150270163	150289820	0.637278	3	48.8972	0.978283	1.47163	2
Mmp24	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
BC029722	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Eif6	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Gm16098	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Fam83c	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Uqcc1	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Gm15557	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Gdf5	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Cep250	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
6430550D23Rik	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Ergic3	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Fer1l4	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Gm14240	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Spag4	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Cpne1	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Gm28036	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Gm37274	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Rbm12	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Nfs1	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Romo1	chr2	151776629	152208151	0.242577	3	62.8221	0.468493	1.96098	2
Cnbd2	chr2	152342298	152408509	-0.505243	2	53.695	0.980131	1.45759	2
Gm14252	chr2	152342298	152408509	-0.505243	2	53.695	0.980131	1.45759	2
Gm14170	chr2	152342298	152408509	-0.505243	2	53.695	0.980131	1.45759	2
Dlgap4	chr2	152723928	152983697	-0.336973	1	46.1459	0.277407	1.95379	2
4930405A21Rik	chr2	152723928	152983697	-0.336973	1	46.1459	0.277407	1.95379	2
Myl9	chr2	152723928	152983697	-0.336973	1	46.1459	0.277407	1.95379	2
Gm14231	chr2	152723928	152983697	-0.336973	1	46.1459	0.277407	1.95379	2
Rbl1	chr2	153070731	153332527	0.233807	2	42.2101	0.60409	2.75732	3
Mroh8	chr2	153331672	153617454	0.314049	3	49.2342	0.648659	2.63208	3
Rpn2	chr2	153332906	153617454	0.208313	2	50.4925	0.353415	1.70219	2
Ghrh	chr2	153332906	153617454	0.208313	2	50.4925	0.353415	1.70219	2
Manbal	chr2	153332906	153617454	0.208313	2	50.4925	0.353415	1.70219	2
Src	chr2	153332906	153617454	0.208313	2	50.4925	0.353415	1.70219	2
MGP_FVBNJ_G0008543	chr2	154852299	154918836	-0.202136	2	33.28	0.938983	1.97496	2
Fam83d	chr2	154880565	155576583	-0.202955	1	32.2683	0.39543	1.97702	2
Dhx35	chr2	154880565	155576583	-0.202955	1	32.2683	0.39543	1.97702	2
Spint5	chr2	160840942	161486244	0.349403	3	62.0656	0.992983	1.72912	2
Eya2	chr2	161837123	161972959	0.346225	2	71.5697	0.985571	1.63797	2
Zmynd8	chr2	161972400	162669995	0.433707	3	69.8164	0.95397	1.58852	2
Gm14271	chr2	168418646	168598167	-0.205725	2	46.3326	0.459515	1.97828	2
Gm14274	chr2	168418646	168598167	-0.205725	2	46.3326	0.459515	1.97828	2
Mc3r	chr2	168600542	168689608	-0.242434	2	42.1294	0.784725	1.83802	2
Gm14275	chr2	168600542	168689608	-0.242434	2	42.1294	0.784725	1.83802	2
Zfp831	chr2	171167302	171439023	-0.225882	2	48.0114	0.413982	1.98841	2
Edn3	chr2	171167302	171439023	-0.225882	2	48.0114	0.413982	1.98841	2
Gm14617	chr2	171298929	171474522	0.230823	1	52.1905	0.0688623	1.7635	2
Gm14618	chr2	171298929	171474522	0.230823	1	52.1905	0.0688623	1.7635	2
Gm14616	chr2	171298929	171474522	0.230823	1	52.1905	0.0688623	1.7635	2
Gm14294	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
4930591A17Rik	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Cdh4	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Taf4	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
4921531C22Rik	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Gm14299	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Lsm14b	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Psma7	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Ss18l1	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Mtg2	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Hrh3	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Gm17180	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Osbpl2	chr2	175862767	176803367	-0.328785	2	42.138	0.174817	1.85344	2
Cables2	chr2	176802365	177779142	-0.260627	1	47.3824	0.871013	2.84665	3
Prpf6	chr2	178184171	178474314	-0.417237	2	37.2445	0.970926	1.7381	2
Gm25879	chr2	178184171	178474314	-0.417237	2	37.2445	0.970926	1.7381	2
Sox18	chr2	178184171	178474314	-0.417237	2	37.2445	0.970926	1.7381	2
Tcea2	chr2	178184171	178474314	-0.417237	2	37.2445	0.970926	1.7381	2
Rgs19	chr2	178184171	178474314	-0.417237	2	37.2445	0.970926	1.7381	2
Lkaaear1	chr2	178184171	178474314	-0.417237	2	37.2445	0.970926	1.7381	2
Oprl1	chr2	178184171	178474314	-0.417237	2	37.2445	0.970926	1.7381	2
Gm14489	chr2	178184171	178474314	-0.417237	2	37.2445	0.970926	1.7381	2
Pkia	chr3	3926272	4103252	0.329626	3	33.1374	0.66315	1.91296	2
Gm16685	chr3	4199247	4288759	0.303125	2	34.4756	0.915043	2.79872	3
1700003N22Rik	chr3	5019175	5165201	-0.245189	2	27.8606	0.93016	1.88909	2
Stmn2	chr3	5019175	5165201	-0.245189	2	27.8606	0.93016	1.88909	2
Tpd52	chr3	5508960	5605281	0.295829	3	41.9963	0.99381	1.61857	2
Fabp5	chr3	6632239	6834836	0.268696	3	34.9039	0.998721	1.78396	2
Chmp4c	chr3	7030507	7108296	0.309887	3	35.4633	0.979013	1.76282	2
Gm8939	chr3	9332220	9534042	-0.243487	1	27.6273	0.778256	1.93998	2
MGP_FVBNJ_G0009586	chr3	10509622	10611112	0.213282	2	35.3361	0.92114	1.80641	2
Gm8955	chr3	10919103	11212004	-0.29786	2	24.8115	0.96344	1.82897	2
Gm5843	chr3	11212014	11265602	0.300068	3	28.7344	0.980131	2.5931	3
Sirpb1b	chr3	11824661	12330866	-0.387707	1	21.6198	0.967822	16.4838	20
Gm43834	chr3	14692041	14991556	0.227369	2	40.0607	0.938328	1.85556	2
Gm37523	chr3	16325986	16814555	-0.379081	1	21.3007	0.979881	1.72135	2
Gm31466	chr3	16881596	17394554	-0.207108	2	29.5708	0.978568	1.90055	2
1700112D23Rik	chr3	24801123	25052984	0.204954	2	36.8116	0.978568	2.81659	3
Egfem1	chr3	25489581	26705701	-0.267714	1	32.6698	0.14961	7.87275	8
Mir551b	chr3	25489581	25645649	-0.317599	1	31.6779	0.14961	1.9497	2
Gm37557	chr3	25830904	26705701	-0.245709	1	35.1962	0.156746	1.9873	2
Ttc14	chr3	29874881	30150843	-0.241746	2	32.5719	0.94614	2.77629	3
Ccdc39	chr3	29876718	30150843	-0.238912	2	30.5185	0.992967	1.82318	2
Gm43140	chr3	29876718	30150843	-0.238912	2	30.5185	0.992967	1.82318	2
Sox2ot	chr3	30345779	31067865	0.267015	4	33.1486	0.619142	1.75838	2
Gm38509	chr3	30859470	31146616	-0.2268	1	30.4922	0.649713	1.9627	2
Mir6378	chr3	30859470	31146616	-0.2268	1	30.4922	0.649713	1.9627	2
Gm7733	chr3	31523504	31627774	-0.288789	2	28.6198	0.604171	1.83887	2
Ube2l3-ps1	chr3	31523504	31627774	-0.288789	2	28.6198	0.604171	1.83887	2
Gm43308	chr3	35054037	35196328	0.20422	2	39.3205	0.935462	1.87623	2
Mfsd8	chr3	36732540	36775129	0.362187	3	40.1915	0.978819	4.03081	5
MGP_FVBNJ_G0009593	chr3	39735163	39856333	-0.298739	1	24.092	0.753665	1.91609	2
Gm32175	chr3	39735163	39856333	-0.298739	1	24.092	0.753665	1.91609	2
Gm5274	chr3	42730864	43083556	0.273821	2	27.2146	0.931017	1.83805	2
Gm23891	chr3	42730864	43083556	0.273821	2	27.2146	0.931017	1.83805	2
Gm2229	chr3	43242670	43438873	0.457632	3	39.0079	0.992967	1.47327	2
MGP_FVBNJ_G0037546	chr3	44644447	45054574	0.255007	2	35.6805	0.98485	1.72823	2
Gm29741	chr3	45343184	45424607	0.238193	3	36.392	0.699173	1.96181	2
Nhlrc3	chr3	48954360	49121417	0.294842	2	41.3354	0.733314	1.85328	2
Gm16206	chr3	48954360	49121417	0.294842	2	41.3354	0.733314	1.85328	2
Proser1	chr3	48954360	49121417	0.294842	2	41.3354	0.733314	1.85328	2
Stoml3	chr3	48954360	49121417	0.294842	2	41.3354	0.733314	1.85328	2
6430500D05Rik	chr3	48954360	49121417	0.294842	2	41.3354	0.733314	1.85328	2
Gm23675	chr3	48954360	49121417	0.294842	2	41.3354	0.733314	1.85328	2
4930593A02Rik	chr3	54306478	54498141	-0.309232	2	26.1298	0.516112	1.66028	2
Mindy4b-ps	chr3	54306478	54498141	-0.309232	2	26.1298	0.516112	1.66028	2
Clrn1	chr3	54306478	54498141	-0.309232	2	26.1298	0.516112	1.66028	2
Gm22491	chr3	54306478	54498141	-0.309232	2	26.1298	0.516112	1.66028	2
Gm25572	chr3	54306478	54498141	-0.309232	2	26.1298	0.516112	1.66028	2
Gm24382	chr3	55624487	56230835	-0.243146	1	29.8104	0.734863	1.95142	2
Gm18382	chr3	58175583	58349911	0.209425	2	45.5869	0.857335	1.62057	2
Gmps	chr3	59386666	59664836	0.415989	3	32.7765	0.751997	3.41094	4
Vmn2r7	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Vmn2r4	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Vmn2r3	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Gm18717	chr3	63030825	63321464	-0.321012	1	27.1037	0.174278	1.90798	2
Iqcj	chr3	63030825	64172946	-0.248637	1	30.0836	0.174278	3.87527	4
Iqschfp	chr3	63030825	64172946	-0.248637	1	30.0836	0.174278	3.87527	4
Sis	chr3	68132286	68230234	0.299544	3	30.2083	0.584607	1.96537	2
Gm37050	chr3	69482713	69537518	0.373944	3	29.0763	0.787368	1.86553	2
Zbbx	chr3	70286747	70355205	0.382051	3	28.6112	0.893069	1.73464	2
Dnmt3a-ps1	chr3	72584687	72673118	-0.260871	2	26.2575	0.496397	1.94831	2
Gm37806	chr3	72584687	72673118	-0.260871	2	26.2575	0.496397	1.94831	2
Gm18719	chr3	73006554	73159104	-0.566661	2	21.8764	0.956205	1.84889	2
Gm6677	chr3	73006554	73159104	-0.566661	2	21.8764	0.956205	1.84889	2
Gm5277	chr3	73896832	74056110	-0.443031	2	26.7716	0.524068	1.90579	2
MGP_FVBNJ_G0038854	chr3	73896832	74056110	-0.443031	2	26.7716	0.524068	1.90579	2
Rapgef2	chr3	74056120	75058820	-0.202086	1	29.2768	0.684984	2.80474	3
Gm42468	chr3	75908187	76240853	0.264548	2	38.2922	0.902218	2.8058	3
1700036G14Rik	chr3	80110557	80493682	0.230091	2	26.3876	0.778083	1.70548	2
Gm42813	chr3	80110557	80493682	0.230091	2	26.3876	0.778083	1.70548	2
Mir466k	chr3	80110557	80493682	0.230091	2	26.3876	0.778083	1.70548	2
Gm42812	chr3	80110557	80493682	0.230091	2	26.3876	0.778083	1.70548	2
Gm15535	chr3	80110557	80493682	0.230091	2	26.3876	0.778083	1.70548	2
Lrba	chr3	81402612	82092830	1.15178	4	61.3516	0.976019	1.22184	2
Kirrel	chr3	82092620	82212344	0.846858	5	46.4869	0.0926992	1.76604	2
Fcrl5	chr3	82343641	82499410	0.302413	2	41.0324	0.919301	1.52832	2
Etv3	chr3	82343641	82499410	0.302413	2	41.0324	0.919301	1.52832	2
MGP_FVBNJ_G0040040	chr3	82343641	82499410	0.302413	2	41.0324	0.919301	1.52832	2
Gm25167	chr3	82343641	82499410	0.302413	2	41.0324	0.919301	1.52832	2
Sh2d2a	chr3	82739130	82839940	-0.206729	2	23.7892	0.778118	1.98119	2
Prcc	chr3	82739130	82839940	-0.206729	2	23.7892	0.778118	1.98119	2
Hdgf	chr3	82799842	83287704	-0.353669	1	18.7176	0.332303	1.70695	2
Mrpl24	chr3	82799842	83287704	-0.353669	1	18.7176	0.332303	1.70695	2
Rrnad1	chr3	82799842	83287704	-0.353669	1	18.7176	0.332303	1.70695	2
Isg20l2	chr3	82799842	83287704	-0.353669	1	18.7176	0.332303	1.70695	2
Ssr2	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Arhgef2	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Gm20652	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Rxfp4	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Gm43714	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Khdc4	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Gm25820	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
MGP_FVBNJ_G0036605	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
MGP_FVBNJ_G0038863	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Rit1	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Gm10253	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Syt11	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
5830417I10Rik	chr3	83505616	83777822	-0.208976	2	21.5996	0.968154	3.61105	6
Gm43713	chr3	83505616	83710676	-0.292073	2	23.6375	0.968154	1.17566	2
Ash1l	chr3	84006491	84106372	-0.229553	1	23.5989	0.229948	1.95548	2
Gm43738	chr3	84006491	84106372	-0.229553	1	23.5989	0.229948	1.95548	2
Rusc1	chr3	84006491	84106372	-0.229553	1	23.5989	0.229948	1.95548	2
Fdps	chr3	84006491	84106372	-0.229553	1	23.5989	0.229948	1.95548	2
Gm22935	chr3	84006491	84106372	-0.229553	1	23.5989	0.229948	1.95548	2
Gm29704	chr3	84006491	84106372	-0.229553	1	23.5989	0.229948	1.95548	2
Pklr	chr3	84006491	84448542	-0.217545	1	24.0829	0.229948	3.93663	4
Hcn3	chr3	84106382	84448542	-0.205692	1	24.5606	0.308352	1.98115	2
Clk2	chr3	84106382	84448542	-0.205692	1	24.5606	0.308352	1.98115	2
Scamp3	chr3	84106382	84448542	-0.205692	1	24.5606	0.308352	1.98115	2
Gm16069	chr3	84106382	84448542	-0.205692	1	24.5606	0.308352	1.98115	2
Fam189b	chr3	84106382	84448542	-0.205692	1	24.5606	0.308352	1.98115	2
Gm37245	chr3	88301114	88480873	0.21291	2	28.6166	0.848614	2.7832	3
Gm37882	chr3	89151481	89183767	-0.471938	1	12.1689	0.995969	1.14079	2
Snx27	chr3	89338897	89682610	-0.424352	2	19.4733	0.264357	2.71091	3
Gm43773	chr3	89555914	89682610	-0.555936	2	17.0101	0.9975	1.71595	2
Gm43774	chr3	89555914	89682610	-0.555936	2	17.0101	0.9975	1.71595	2
Gm43768	chr3	89555914	89682610	-0.555936	2	17.0101	0.9975	1.71595	2
Gm15235	chr3	89555914	89682610	-0.555936	2	17.0101	0.9975	1.71595	2
Tuft1	chr3	89555914	89688940	-0.501128	2	16.7955	0.9975	2.64967	3
Rfx5	chr3	90031883	90252308	-0.214167	2	20.7112	0.980545	1.87268	2
B230398E01Rik	chr3	90031883	90252308	-0.214167	2	20.7112	0.980545	1.87268	2
